,COPEPODS_01,COPEPODS_05,COPEPODS_06,COPEPODS_07,COPEPODS_08,COPEPODS_09,COPEPODS_10,COPEPODS_11,COPEPODS_12,COPEPODS_14,COPEPODS_15,COPEPODS_16,COPEPODS_17,COPEPODS_18,COPEPODS_19,COPEPODS_20,COPEPODS_21,COPEPODS_22,COPEPODS_23,COPEPODS_24,COPEPODS_25,COPEPODS_26,COPEPODS_27,COPEPODS_28,COPEPODS_29,COPEPODS_30,COPEPODS_31,COPEPODS_32,COPEPODS_33,COPEPODS_34,COPEPODS_35,COPEPODS_36,COPEPODS_37,COPEPODS_38,COPEPODS_39,COPEPODS_40,COPEPODS_41,COPEPODS_42,COPEPODS_43,COPEPODS_44,COPEPODS_45,COPEPODS_46,COPEPODS_47,COPEPODS_48,COPEPODS_49,COPEPODS_50,COPEPODS_51,COPEPODS_52,COPEPODS_53,COPEPODS_54,COPEPODS_55,COPEPODS_56,COPEPODS_57,COPEPODS_58,COPEPODS_59,COPEPODS_60,COPEPODS_61
TRINITY_DN10201_c0_g1_i1.m.3024,4.159488965,4.761577561,5.60418919,4.593002727,4.365226081,4.862642244,5.262013891,5.55214624,5.01665318,4.952110072,5.3941686,4.988026557,4.846497596,4.982763607,4.754643348,5.632165506,4.494703014,4.963842663,4.776111078,5.19763815,5.668731775,4.627994073,5.010322882,5.17584695,5.340362757,5.437117667,4.779876254,4.73911494,5.036750203,5.231977178,4.852065583,5.173666858,5.250276752,5.292512437,4.570360979,5.087042715,5.388209369,5.290525601,4.732067545,4.931722118,4.952108612,4.155548307,5.776108804,5.047239856,5.476082027,4.776764264,4.987042018,5.639882742,5.101685442,5.004580914,5.634439723,5.458170961,5.007603311,4.884546421,4.61698158,4.871312555,4.965182586
TRINITY_DN10235_c0_g1_i1.m.3052,4.240153309,NA,2.225432064,2.35174142,3.123962497,2.135951786,3.172758473,4.980740285,4.289969655,NA,4.304910164,3.261344737,3.342210276,2.256080507,2.250345328,4.712835171,2.253452816,3.237160252,3.2718207,3.863270484,2.289971996,2.38673578,3.868596828,NA,3.251106692,3.347859672,3.275578446,NA,2.310051873,2.142715766,NA,3.254341045,3.161013635,2.373172882,3.066070008,2.360342445,3.298956682,NA,2.227763739,2.205044177,3.225431992,NA,3.856780169,NA,3.234828532,3.272463109,2.260364324,2.261123715,3.182348829,3.277892456,3.130142369,3.953879956,2.280922308,3.742820437,4.112683244,4.46655304,2.238484082
TRINITY_DN11059_c0_g1_i1.m.3331,3.129290633,3.146421422,3.114565425,3.240889134,3.013111051,NA,3.061888291,NA,NA,3.114560849,3.194053203,NA,NA,NA,3.139486208,NA,3.14257831,3.126292003,3.160952683,3.167447128,3.17911464,4.275870029,NA,NA,NA,3.236996073,NA,NA,4.199204463,3.031861437,3.014523297,NA,3.050158719,3.262311606,2.955208779,3.249493954,NA,NA,3.116912195,NA,NA,3.125346669,3.160960596,3.017043697,3.123960607,4.161604315,NA,3.150256144,3.071486124,3.1670304,3.01928452,3.258046471,3.170055992,3.046996975,NA,3.033768666,3.127630306
TRINITY_DN11232_c0_g1_i1.m.3408,4.301353149,5.318483017,5.286628325,5.734871517,5.185168205,4.197154939,5.233955158,NA,3.351172873,3.28662702,5.366112919,5.322541325,3.403403336,5.317279503,5.311551163,NA,4.314644623,6.105712769,5.917979462,5.339509964,4.936130308,5.769861016,4.929798319,NA,4.312307979,4.409059537,3.336779475,4.296019583,5.371263484,NA,NA,4.315535151,3.222224952,NA,NA,3.421552525,NA,3.432392101,4.288977859,NA,3.286624108,6.104769226,5.654942503,NA,3.296023449,5.333668894,NA,4.32232161,5.565484047,4.924056855,NA,5.752042127,NA,5.540988509,3.173885373,NA,5.299697867
TRINITY_DN11265_c0_g1_i1.m.3414,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.608552309,3.688040279,3.644466033,NA,3.63920626,3.633476321,NA,3.636565984,4.620287907,3.654941886,3.661432088,3.67309186,3.769863757,NA,3.639645161,3.634240311,NA,NA,3.617944758,3.693187984,NA,3.50850868,3.63746615,NA,3.756302507,3.44918807,NA,NA,NA,3.610907271,4.588166425,NA,3.61934009,3.654945518,NA,4.617948686,NA,4.643484607,3.644249705,4.56548095,3.661017866,NA,NA,3.664044932,4.540985723,NA,NA,NA
TRINITY_DN11482_c0_g1_i1.m.3507,3.825113611,4.257285452,3.810385001,3.936703921,3.123962497,4.457886134,3.757715944,4.758343867,4.611892999,2.225424712,3.889872665,4.583267177,4.342202822,4.256080507,4.835312936,4.127869903,4.253438765,3.822117968,3.2718207,4.600234002,3.874934497,4.386728631,3.283639075,3.256520656,3.836069193,4.347859672,4.597509754,3.819780207,4.631991969,4.142723668,4.125378459,3.839298495,3.745985839,3.373172882,3.651027373,3.945314807,4.298956682,3.37119023,3.812735402,3.205028776,4.547353873,3.821173531,3.856780169,3.712866754,3.234828532,4.272470703,4.260356811,3.261123715,3.182348829,3.862854957,4.130142369,3.368907714,4.280914583,3.157857936,3.112683244,4.46655304,3.238498493
TRINITY_DN11722_c0_g2_i1.m.3598,4.967932957,3.985059953,3.953204729,3.664480528,4.436704033,3.448695504,3.900533449,1.901161311,4.017743826,3.538160175,4.617648891,4.311043383,4.654940674,3.983851355,4.300051882,3.440606413,4.566178811,1.964917917,4.584556363,4.813438764,4.017745033,4.436434652,4.333336939,3.569255833,3.978883115,4.882991308,NA,4.284527798,4.622806133,4.455461556,4.438117623,NA,4.473760371,4.100953179,1.793826791,4.673093844,4.348658889,4.683930574,4.277477636,2.932819911,4.275128946,4.285917972,4.999588564,4.440647647,4.284524838,NA,NA,4.310821841,4.23205957,4.327598202,4.179853577,4.904046341,5.178618697,3.885639606,3.840457122,NA,4.288201454
TRINITY_DN12335_c0_g1_i2.m.3824,2.886319866,1.733517164,1.286631762,2.635323981,1.600216199,1.934111543,2.45635636,1.234597271,2.088117215,2.023578584,2.366123953,1.737561888,1.818426546,1.732296934,2.533945682,1.60408796,2.051592708,1.713397311,2.069968516,3.076469588,2.351157701,2.670326518,1.759868766,2.05468266,0.727338416,1.409044976,1.336810274,1.711057082,3.245739464,1.618938477,2.408963127,1.73057265,2.222224952,0.849388375,0.542327009,1.421538348,1.360135921,1.847444294,0.703995598,0.681293544,1.286653885,2.519795179,3.333014408,1.60415969,1.711046659,3.070626482,1.736588251,1.737344358,2.465936431,2.754134145,1.928315927,2.652504453,2.079070584,1.956017649,1.588938449,1.942778317,2.036677273
TRINITY_DN12368_c0_g1_i1.m.3849,3.07074781,6.087871563,NA,5.182331601,3.954556629,NA,5.003344014,NA,NA,5.377936388,5.135499256,6.091928984,5.757754559,4.671629165,NA,NA,5.084029629,5.875100967,5.90975858,4.108897434,4.705515493,5.217318714,3.114223254,4.672062938,5.081695521,5.178448745,3.106173528,4.06540607,5.140650412,NA,4.955965352,4.084919705,NA,4.788732091,4.481615849,5.998296869,4.714503437,6.201780152,4.643326875,4.035625402,5.056010783,5.65176492,3.102403691,NA,4.06541033,5.688017836,4.67590506,4.091705535,3.01295066,4.693444477,NA,4.199503158,3.111507068,5.310374058,NA,NA,NA
TRINITY_DN12409_c0_g1_i1.m.3872,5.611309699,4.628436995,5.181545652,6.044825439,NA,3.507108794,3.543908153,NA,NA,NA,4.676068716,NA,5.298323639,4.627233084,NA,3.499033283,4.624594554,NA,5.642971079,3.649465815,NA,5.342848591,3.654795641,4.627673907,3.622258724,4.719018194,3.646738521,3.605981946,4.681221956,3.513883392,5.081496938,3.625485957,NA,3.744332218,3.43721848,4.731513224,3.670113608,5.32730852,4.598932917,3.576189454,4.59657971,3.607372118,4.642969861,NA,3.605981855,5.228586929,4.631511293,NA,NA,4.649050862,4.501298496,3.740074621,3.652077621,3.529015775,NA,3.515781328,NA
TRINITY_DN12494_c0_g1_i1.m.3885,3.635359979,3.652482112,4.620625219,4.746943657,NA,NA,NA,3.568585221,3.685173092,3.620623645,NA,3.656544375,3.737403501,3.651282571,3.645548859,3.523078227,NA,3.632356061,3.667021693,NA,3.685167926,3.781938508,5.263798427,3.65171605,3.646313708,3.743060756,3.670785843,NA,NA,NA,NA,5.234498353,5.878148412,NA,NA,NA,3.69415996,3.766392048,3.622976415,NA,3.620621065,NA,3.667013929,NA,3.630021137,NA,NA,3.656318407,3.577554402,5.673093677,5.110308832,3.764116734,NA,3.55305614,3.507884327,3.539825587,3.633700083
TRINITY_DN12623_c0_g1_i1.m.3947,6.311005997,5.913096134,6.296277292,6.744520801,6.002171104,6.528733684,6.243606473,6.566163084,7.267707924,6.103628344,5.6976909,6.139546076,6.220409707,6.648856511,6.128554744,6.368647638,6.13164588,6.115362716,6.664595725,6.349158853,6.530743304,6.042544618,5.939448717,7.027805616,6.491882679,6.418712292,6.931394875,6.305672271,6.380914732,6.38349759,6.896669971,6.325186615,6.039225155,6.903461211,6.458842966,5.753134552,6.691732597,6.027005555,5.298624889,6.44581102,6.29627506,6.307064398,6.150018452,5.783719907,6.305672142,6.665246926,7.031647559,6.331969542,6.575134557,6.34874347,6.200995514,6.02472843,6.35176734,6.228709226,6.883975229,6.537403543,5.894310721
TRINITY_DN12811_c0_g1_i1.m.4001,4.761990424,NA,3.747262828,3.873574743,4.645799305,4.657788905,NA,NA,4.811800458,3.747253248,NA,NA,NA,NA,3.772185039,3.649711135,NA,NA,NA,3.800137862,NA,NA,3.805467635,NA,NA,NA,3.797411787,NA,NA,NA,NA,3.776174163,NA,3.895017603,3.587904678,NA,NA,NA,NA,4.726870777,NA,3.758050042,3.793644553,4.649741865,NA,3.79430787,3.782194142,NA,3.704194239,3.799725787,3.651976013,3.890750826,4.802754164,NA,3.6345187,3.666453167,3.760328181
TRINITY_DN12819_c0_g1_i1.m.4007,5.340349516,4.772516592,2.740653493,4.866972839,2.63918962,2.651197059,4.68798556,NA,NA,4.740652057,4.820142417,4.776574379,6.179363176,5.093237142,NA,NA,4.353634714,4.752387866,3.787052895,3.793539207,4.805196608,4.901962223,4.79886952,4.356706665,3.766339892,3.863092042,3.79081665,4.335016342,4.410260443,4.242917123,4.225574332,2.769574623,3.67624891,3.888407366,2.58129013,5.682941954,5.136112205,5.693780459,4.327967248,NA,5.325618389,3.751447397,3.787046491,3.643138736,4.335016056,4.372661813,4.775591671,4.361314856,4.282549774,3.793126764,NA,4.469110498,3.796153503,5.673090164,2.627916069,NA,3.753728669
TRINITY_DN12999_c0_g1_i1.m.4046,4.36025038,3.377376572,NA,3.471840432,3.244063993,NA,NA,4.293480664,NA,NA,NA,3.381435963,NA,NA,4.370441915,4.247963245,NA,3.357253501,3.391909654,3.398397682,4.41006473,NA,4.988692372,3.376604095,4.956161626,3.467950314,4.98063936,3.354908016,NA,4.26281466,3.245474274,4.374427097,NA,NA,3.18615839,NA,5.74097596,4.491286378,5.932831151,NA,5.930481489,3.356305684,NA,6.247999907,4.354913137,4.97752523,NA,NA,3.302444068,3.397981261,3.250236577,3.4890038,3.401005787,4.277952432,4.817743432,4.264722327,4.943554609
TRINITY_DN13361_c0_g1_i1.m.4134,4.226390333,4.828483981,4.211666955,4.337981088,NA,NA,3.158993149,NA,NA,3.211658041,5.291149783,4.832539224,4.913406827,4.827279084,NA,NA,4.239680051,6.030750921,4.843019246,4.849511601,3.2762106,4.957930563,4.854836868,4.827718002,4.237344038,5.334098353,NA,NA,4.881262952,3.128964972,4.111620064,3.240579676,NA,NA,NA,4.346594249,4.870154177,4.35742681,3.214008688,NA,4.796622897,4.222450027,4.25805436,3.114146724,NA,4.258706303,3.246596374,NA,3.168587289,4.849095225,NA,4.355151228,NA,5.466024817,NA,NA,4.224735164
TRINITY_DN14192_c0_g2_i1.m.4484,3.448020311,NA,4.018258229,NA,2.331831836,NA,2.380625916,NA,NA,2.433286006,2.512788796,4.054171654,4.135037899,2.463954504,NA,NA,NA,2.445020105,NA,3.486173195,2.497845541,2.594606225,2.491499551,3.464390507,2.458989209,2.555737923,NA,2.442695656,3.517936152,NA,2.333240534,2.462196184,2.368886324,NA,2.273922241,4.153191607,4.091781886,2.579066158,NA,NA,3.433291623,2.444087211,4.479682198,NA,2.442703958,3.480343929,2.468238833,3.468989784,3.390222453,NA,2.338011193,3.576786903,3.488780513,NA,3.905520257,NA,2.4463677
TRINITY_DN14241_c0_g1_i1.m.4502,4.022383102,3.454544298,4.422687124,4.133970332,2.321224856,3.918182186,4.954981233,3.955609845,2.487228047,4.422683449,4.502171674,3.458599623,NA,3.453340384,4.032576094,3.325141448,3.450708192,3.434416684,NA,4.060530631,4.809158199,4.168957794,3.48090292,3.453772788,2.448360489,NA,3.472837482,2.432079672,4.09228739,2.339975856,2.322634355,3.451597717,4.358280712,4.155404052,2.263318276,3.557615635,2.496218534,4.153415171,2.425033349,NA,3.42268134,NA,3.469077013,3.325162147,3.432080426,4.469732918,2.457610861,4.043342218,4.379618817,3.475152696,3.32740816,4.15113855,4.063140788,2.355118063,3.309942405,3.926844841,4.435760383
TRINITY_DN14339_c0_g1_i1.m.4522,3.623278715,4.640413123,NA,4.734871517,NA,NA,3.555885423,NA,NA,3.608552309,4.688040279,NA,3.725337146,3.63920626,3.633476321,NA,3.636565984,NA,4.654947321,3.661432088,3.67309186,3.769863757,3.666762093,3.639645161,3.634240311,4.730990545,NA,NA,4.693193735,NA,4.50850868,3.63746615,NA,3.756302507,3.44918807,4.743483456,3.68208742,3.754323134,4.610902002,NA,NA,4.61934009,NA,3.511038454,3.617954402,4.655594806,3.643484607,3.644249705,NA,3.661017866,3.513278428,NA,NA,NA,NA,NA,NA
TRINITY_DN14395_c0_g1_i1.m.4566,NA,3.407750489,4.960854726,NA,4.859397157,4.871387575,4.908184274,3.323845626,4.440435657,4.960853959,4.45538217,4.996772926,3.492675532,3.406543095,4.400815564,3.27834485,3.40391223,3.387627976,3.422279227,4.428775063,5.440436636,3.537202452,3.434105705,NA,3.401570514,3.498326002,NA,4.385287359,3.460531541,3.293188309,4.275848355,3.404808588,NA,3.523643515,3.216528495,3.510818162,NA,NA,NA,4.355504783,NA,NA,4.422278732,3.278369119,3.385284785,3.422937542,NA,3.411591603,4.917787338,NA,3.28061705,4.519382351,3.431390394,4.893290625,3.263153023,NA,NA
TRINITY_DN14518_c0_g1_i1.m.4602,5.545281684,6.977446769,5.945590147,7.241831147,6.429091766,6.441080772,6.799809977,6.352979004,6.180056459,5.945584958,6.025075756,5.30343327,6.232291419,5.783596552,5.777869167,6.017961411,5.780958458,5.957321977,6.799335354,6.583434966,6.332059085,6.106894519,5.588759884,6.436110926,5.778626588,6.068023833,6.165669155,6.27691222,5.837581728,5.670240909,6.430505447,5.781853155,5.881182105,6.093343378,5.593583465,6.402445971,6.478548618,6.413283376,5.532900222,6.24712626,6.267516774,6.415808573,5.991976234,6.307500937,5.276914054,6.452063705,6.150445982,5.788637507,5.902517615,5.319983515,5.657664939,5.896433504,6.32300831,5.8780228,5.640203674,5.449750279,6.128585132
TRINITY_DN14922_c0_g1_i1.m.4773,5.059854856,NA,NA,3.586477371,3.358708051,3.370686699,3.407493775,NA,NA,NA,3.539647066,3.496071483,NA,3.490811655,3.485085558,NA,3.488173785,NA,3.506553851,3.513049104,3.524706083,3.621465522,3.51836998,3.491250083,NA,4.582596084,NA,3.469559147,4.544803621,4.962420838,3.360122506,4.489071406,NA,4.607912824,4.300803319,NA,3.533690509,NA,4.462514509,4.439775078,NA,NA,4.506547498,3.362638233,3.469559132,4.507206265,3.495096991,4.495854423,4.417092258,4.512627722,NA,3.603646179,3.515657139,3.39259862,3.347424743,3.379353951,NA
TRINITY_DN15176_c0_g1_i1.m.4874,5.852102937,5.717226892,5.515444586,5.641762482,5.413986009,5.233330978,5.784703342,5.463402233,5.749910155,5.10040341,6.054363063,6.010790612,4.954150959,5.546096856,5.347723293,5.22524632,5.543459452,5.697102036,5.14679619,6.375682382,5.579985689,5.846676837,5.158618345,5.868462223,5.348481416,4.637879975,5.735525585,5.524839246,5.770007075,4.754668726,5.2227531,5.129316923,4.772964297,5.248159525,5.163439889,5.65037443,5.173933495,4.983141355,5.687720058,5.664979748,5.100405167,5.848160792,5.369185638,5.417924317,4.846770044,6.021918502,6.0098071,5.358494435,5.057337624,5.737837781,5.420164887,4.658936271,4.570938686,5.032839686,4.98766788,5.019606587,5.113477155
TRINITY_DN15237_c0_g1_i1.m.4912,6.560547203,6.57767549,6.545818663,6.961641423,6.081788326,6.286422727,6.493148285,6.131207029,6.440435657,6.96085286,6.914812531,6.733735973,7.077633556,6.728473706,6.400817289,6.278339241,6.403909065,6.387626359,6.88171549,6.750704561,6.899866635,6.859127971,6.89353499,6.406983884,5.986537441,6.957760109,6.595974518,6.707216826,6.630456542,6.752621222,6.08320231,6.21215766,6.118841313,7.108609472,6.675963899,7.211261981,6.908853069,7.222099157,6.700170526,6.940466127,7.28278234,7.087121579,6.881712926,6.863336254,6.192645464,6.744864269,6.870256411,6.871018179,6.654751477,6.235714781,6.450538812,6.326736333,6.601309209,6.308327578,5.848115523,5.295092992,6.196320482
TRINITY_DN15422_c0_g1_i1.m.4995,6.46408461,6.651138695,6.256710894,6.575672784,5.932857982,6.359884439,6.396685815,5.719242511,6.098858903,6.619277614,6.336198455,6.655196113,6.736058155,6.480007108,6.281634522,5.936764385,6.284725517,6.268442767,6.66567099,6.502237747,6.098860178,6.610662376,6.677490785,6.287799638,6.282392387,6.571791125,5.821438302,6.458750129,6.703918587,5.688580545,5.934272137,6.285620237,6.192303581,6.919037812,5.611922926,6.906212786,6.107845638,6.91705044,6.451704549,6.013927412,6.771282894,6.919575073,6.303098342,6.351836531,6.266106075,6.303752852,6.4842863,6.806976707,6.213640904,6.08678553,6.354075903,6.76276897,6.504846781,6.189144677,5.921576578,5.953515997,6.462426952
TRINITY_DN15466_c0_g1_i1.m.5016,2.000736859,NA,3.307936462,NA,NA,NA,0.933311817,2.518923312,NA,NA,NA,NA,3.687758053,NA,2.595905161,3.210389245,NA,NA,NA,NA,NA,NA,3.366150302,1.01713434,1.011697245,2.693408848,2.036183473,NA,NA,3.22523587,NA,2.01492561,2.506570846,NA,0.826645158,3.928302457,3.059544585,3.716738607,NA,NA,3.570969981,NA,NA,2.888492111,2.580362369,2.033057079,2.020928855,1.021712499,NA,1.038492665,0.890717789,3.451425073,1.041517313,NA,1.873278701,3.712571176,3.321018297
TRINITY_DN15535_c0_g1_i1.m.5091,6.855574086,6.757225849,6.140405957,6.436647232,6.49837767,6.372862353,5.672697802,6.088362829,6.204946009,6.462330165,6.804854924,6.346245852,7.06453783,6.17105767,6.165328929,5.042849823,6.490348511,6.152138727,6.508723718,6.363212212,6.374872359,6.471636167,5.783576334,5.756456359,6.488014598,6.432766149,5.997916413,6.149801348,6.225044325,5.379629012,6.040359916,6.16931441,5.883353952,6.458084033,5.981045068,6.975774818,6.798896242,6.456095991,5.950110221,5.92736925,6.840843543,6.610625517,6.508721039,6.042886586,6.149802684,6.646879724,6.175337523,6.176099099,6.097334205,6.192871734,6.36705382,6.091248427,6.365821799,5.880194012,5.835020237,5.381531527,5.738439841
TRINITY_DN15739_c0_g1_i1.m.5194,2.930265743,2.947392306,2.915539444,3.041855175,2.814073167,2.826069978,2.86286549,2.863498829,2.980063743,2.915533617,2.99501509,2.951445593,3.032318519,NA,2.940462297,2.817985588,2.943548226,NA,2.96191656,2.968404866,2.980080325,NA,2.973733657,2.946619399,2.941219194,NA,2.965694563,NA,3.000175515,NA,2.815492196,2.944445065,NA,3.063276533,2.756163067,NA,NA,NA,2.917877121,2.895132763,NA,2.926315508,NA,NA,NA,2.962570036,NA,2.951234145,2.872463451,2.967995803,2.820252045,NA,2.971025844,NA,2.802787691,2.834724097,NA
TRINITY_DN15853_c0_g1_i1.m.5271,3.587660876,4.604787068,3.572936222,3.699245946,4.471470151,3.48345403,3.520256017,NA,3.637474325,3.57292868,4.652414604,4.608845917,5.274670784,5.188543157,3.59785711,3.475376923,4.60094598,4.584662071,5.204283194,4.625812806,4.63746992,3.734235188,4.6311375,4.604020973,3.598606797,4.695368382,3.623091976,3.582329316,3.6575658,4.490225308,3.472886211,3.60184224,3.5085283,3.720680656,4.413570658,4.707857845,3.64646351,3.718691878,4.575281517,3.552538382,4.572930824,NA,4.619315729,4.47540848,3.582332207,4.619972497,5.192823294,4.60862373,3.529861375,3.625395606,4.477652967,4.716417657,3.628423984,3.505367943,4.460190337,3.492131829,3.585997632
TRINITY_DN16044_c0_g1_i1.m.5341,2.775287879,2.792407636,3.760559651,3.886877932,2.659094775,3.671087926,2.707879261,NA,2.825097382,2.760557647,3.840049257,3.79647021,2.877328808,NA,3.785482938,2.662993106,NA,3.772287698,3.806950414,3.813438764,2.825109505,NA,2.818760817,NA,2.786245664,3.882991308,2.810711895,3.769952523,2.84520028,2.67785943,NA,2.789471567,4.281111945,2.908317368,2.601202977,3.895482012,3.834084663,2.90633093,NA,2.740169519,3.760560061,2.771349649,2.806946199,3.663039181,2.769950636,NA,NA,2.796243357,2.717496428,NA,2.665281521,2.904041299,2.816057503,3.692993275,2.647813446,2.679751869,3.773626292
TRINITY_DN16127_c0_g1_i1.m.5391,3.442709167,NA,4.427982478,4.554297795,NA,3.338509789,3.375312406,NA,NA,4.427978567,4.507469994,5.048858215,4.544758423,NA,4.452908774,4.330431345,4.455999125,4.439715661,4.474375075,4.480864619,5.077485348,NA,3.486186206,3.459066255,3.453659026,4.550420629,3.47813902,3.437370955,3.512614205,4.93023986,NA,4.456893517,3.363571129,NA,4.268623307,3.562908564,3.501506593,5.158709471,NA,3.407587094,3.427982737,3.438772154,4.474368851,3.330468575,5.437379298,4.475021784,NA,5.048639173,4.969875334,3.48044782,4.332698323,3.571476417,NA,4.945378826,4.315241015,3.347188024,3.441055005
TRINITY_DN16228_c0_g1_i1.m.5439,NA,NA,3.657461391,NA,4.556005573,NA,NA,4.605422311,NA,4.657458916,NA,3.693379247,4.774241222,NA,4.682387488,4.559912555,NA,NA,NA,NA,NA,NA,4.715672239,NA,4.68314671,4.779899368,NA,5.251820492,NA,3.574759475,NA,3.686371491,4.593056323,NA,NA,4.792392111,NA,4.803232343,NA,NA,4.657460215,NA,3.703849491,4.559946674,5.251824344,NA,NA,NA,NA,NA,3.562183892,3.800951168,4.712956704,4.589896438,4.544722653,4.576664123,3.670537956
TRINITY_DN16287_c0_g4_i1.m.5464,3.320725726,3.337842487,4.890955799,NA,3.204527792,4.216519265,3.25331494,3.253948439,3.370533542,3.305984301,3.385485747,3.341904347,NA,3.336649199,3.330920991,NA,NA,3.317725504,3.352386,NA,3.370535961,3.467300622,NA,NA,3.331675657,3.42842661,3.35614521,3.315379652,NA,NA,NA,3.334906478,NA,4.453747386,3.14663672,NA,NA,NA,NA,4.285603459,NA,NA,NA,NA,3.31538363,NA,NA,3.341691655,NA,3.358455096,3.210703663,NA,NA,3.238421095,NA,3.225185121,NA
TRINITY_DN16509_c0_g1_i1.m.5570,NA,4.357477461,4.325622686,3.451935339,NA,NA,4.27294982,3.273575959,3.390155063,3.325617971,4.990069208,NA,3.4423948,NA,3.350548819,NA,NA,NA,4.372012089,3.378501707,NA,NA,NA,3.356713417,3.351302393,NA,NA,3.335009237,4.410260443,3.242917123,NA,3.354530057,3.261214805,4.473373446,NA,3.460548547,3.39914234,3.471387016,NA,NA,3.325622011,4.921372399,NA,NA,3.335016056,NA,3.360548915,3.361307677,3.28254224,NA,4.230341362,NA,NA,3.25805436,NA,NA,3.338697892
TRINITY_DN16681_c0_g2_i1.m.5628,4.82973364,4.84686114,5.622361257,4.526285756,5.035474983,4.725534511,5.084263624,5.932887135,6.049470617,4.399964689,4.479456272,4.435883265,6.10170913,3.845660706,4.424893093,6.417891641,5.650374451,4.411701774,3.861397111,5.675243801,6.049471332,4.561276405,5.873214427,4.431056319,5.648041052,6.396871311,4.450125191,5.824400891,3.899647297,5.90222674,5.299920521,5.651270511,5.920523304,4.547721899,4.240604599,6.409366743,6.058458705,6.130697359,3.817355338,4.794614547,5.984929714,5.147720786,4.86139117,5.302447625,5.994325877,5.862047818,5.657291942,5.435661772,6.09386306,5.4524354,5.5270782,5.765848914,4.455457783,4.747440316,5.702264553,6.193634648,5.41303891
TRINITY_DN17087_c0_g1_i1.m.5814,NA,4.225372048,NA,NA,3.507098399,2.519074043,5.140847923,4.556512496,4.673097932,NA,5.273002779,NA,NA,5.224168761,NA,2.510997651,4.636571371,3.620287907,4.654947321,3.661432088,5.480450246,4.354822604,3.666762093,3.639645161,3.634240311,NA,NA,3.617944758,3.693187984,NA,3.50850868,3.63746615,NA,NA,3.44918807,4.743483456,NA,5.076248878,4.610902002,3.588166425,NA,4.20430259,3.654945518,NA,4.202916902,4.97752523,4.643484607,5.229208272,4.887411522,4.661023366,4.835204041,NA,3.664044932,4.540985723,NA,4.112716581,2.621617674
TRINITY_DN17099_c0_g1_i1.m.5781,6.632933463,6.328133634,6.996716616,6.744520801,6.654249065,6.666236937,6.944045777,6.703666463,6.530741995,6.881235591,6.835195221,6.917153334,7.413054405,5.911889588,6.780632578,6.783685577,6.646219817,6.892971596,6.34266763,6.80859064,6.820248704,6.457583251,6.813917218,6.497290428,6.643885773,7.506174176,6.931394875,6.475596668,7.081354725,7.020928227,6.518158898,6.495110215,6.691300771,7.028991871,5.944269793,7.338096114,7.276695098,7.6899698,6.620553639,6.275885204,7.29627506,6.628992828,7.342663931,7.006111979,6.627600237,6.802750581,6.79063906,6.916932043,6.953644879,6.34874347,6.522924379,7.024727271,6.673695803,6.550637667,6.768497516,6.915914913,6.631276316
TRINITY_DN17099_c0_g2_i1.m.5783,6.11836047,5.65006306,6.10363197,5.744520801,5.779778683,6.206806333,5.565533491,4.244233391,5.682744418,5.881235591,5.960726767,5.332189711,6.220409707,5.911889588,5.906163018,5.198724393,4.324289046,5.892971596,5.664594375,5.671086577,5.360819139,5.457583251,5.676412955,4.912329459,6.1293126,5.003672985,5.346433649,4.890634167,4.965876043,5.535499681,4.196230803,5.647113629,5.816832074,5.028994306,4.721877372,6.016168489,5.369805229,6.027005555,5.298624889,5.597814765,4.881236944,5.892026342,5.342662996,4.783719907,5.890634643,4.928282778,4.916167774,5.331969542,4.253203387,4.933703695,5.200995514,6.02472843,4.936731679,5.550639051,5.183533726,4.800436851,5.631276316
TRINITY_DN17148_c0_g1_i1.m.5843,NA,NA,3.277044155,NA,NA,4.187570539,3.224375328,4.809961425,4.341585255,3.277040784,3.356529862,3.312954147,3.393812238,NA,3.301960023,4.764449932,NA,NA,NA,NA,4.341583729,3.438346599,NA,NA,NA,NA,3.327199791,4.286432317,NA,4.194334367,NA,NA,3.212637136,3.424787186,4.117681261,3.41196487,3.350567035,3.422809285,3.279388561,3.256643917,3.277033692,NA,NA,3.179521451,NA,NA,NA,3.312731234,3.2339698,4.329509451,4.181759683,3.420531065,3.332533651,3.209471115,4.164297507,4.78120089,3.290107674
TRINITY_DN17240_c0_g1_i1.m.5869,3.464086022,4.703607256,4.186325426,3.990710283,4.084863159,3.359884439,4.811723315,3.397311541,2.928927121,3.449355398,5.265809691,3.485267077,4.303103002,3.48001159,3.889315225,3.766834646,3.892408524,4.68347851,5.080709838,4.917275247,3.928937434,3.610659315,4.244530294,3.480444716,3.890070458,3.986825372,2.914547706,4.873785998,4.533990731,4.589043326,3.764344991,4.215227573,4.121917814,3.597112345,3.290000108,4.321254085,3.937922814,4.595123658,3.451710433,1.843987025,3.864392298,3.460144548,4.718133918,4.57422966,3.458749329,3.911435894,2.899323799,3.48504993,4.143246835,3.501816888,3.769116867,4.007883553,4.504850088,3.796829922,2.751649257,3.783590996,3.877464452
