,COPEPODS_01,COPEPODS_05,COPEPODS_06,COPEPODS_07,COPEPODS_08,COPEPODS_09,COPEPODS_10,COPEPODS_11,COPEPODS_12,COPEPODS_14,COPEPODS_15,COPEPODS_16,COPEPODS_17,COPEPODS_18,COPEPODS_19,COPEPODS_20,COPEPODS_21,COPEPODS_22,COPEPODS_23,COPEPODS_24,COPEPODS_25,COPEPODS_26,COPEPODS_27,COPEPODS_28,COPEPODS_29,COPEPODS_30,COPEPODS_31,COPEPODS_32,COPEPODS_33,COPEPODS_34,COPEPODS_35,COPEPODS_36,COPEPODS_37,COPEPODS_38,COPEPODS_39,COPEPODS_40,COPEPODS_41,COPEPODS_42,COPEPODS_43,COPEPODS_44,COPEPODS_45,COPEPODS_46,COPEPODS_47,COPEPODS_48,COPEPODS_49,COPEPODS_50,COPEPODS_51,COPEPODS_52,COPEPODS_53,COPEPODS_54,COPEPODS_55,COPEPODS_56,COPEPODS_57,COPEPODS_58,COPEPODS_59,COPEPODS_60,COPEPODS_61
TRINITY_DN24235_c0_g1_i1.m.11270,NA,3.047459619,2.015589533,3.141915764,1.914154116,1.926141728,2.962929745,1.963561494,3.080134645,2.015609925,3.680050561,2.051525555,NA,3.04624758,2.040527099,NA,2.043619132,3.027328671,3.061989855,2.068495106,2.080140004,3.176908831,2.073803707,3.631653048,2.041278428,2.138032147,3.06575197,3.609957093,3.100237965,1.932910739,3.500511151,2.044524024,NA,2.163351138,2.856241048,NA,3.089127936,NA,2.017934064,1.995210544,NA,2.026402758,3.061977967,1.918079218,NA,3.062639029,3.63549028,3.051293725,3.557495865,3.653032469,2.920309177,NA,3.071087468,1.94803749,NA,NA,2.028665882
TRINITY_DN24259_c0_g1_i1.m.11297,5.760100464,5.554835365,5.25994642,5.386262652,5.421519308,5.170473276,5.470307827,4.88597547,5.587519602,4.938012253,5.339431534,4.973931481,5.054794651,4.968667002,4.962938211,5.425426498,3.966033677,5.534709653,5.569368615,5.312827463,5.324483784,5.099321505,4.996226978,4.969103991,4.963698853,5.382378194,5.310100348,5.532372432,4.607617492,5.662667357,4.42292933,4.966927869,5.873610304,5.407698116,4.778657221,5.657907157,5.596506081,5.08378069,4.525329666,4.917623346,4.938015757,5.756159653,5.569366001,5.162425516,5.26933933,5.985058623,4.97294587,5.781063795,5.479907008,5.312412458,5.164663492,5.666466411,5.578469299,5.455410858,5.410237632,5.664569586,5.951086589
TRINITY_DN24262_c0_g1_i1.m.11310,3.340346438,3.357483986,3.325615994,3.451935339,3.809123702,3.236152267,4.594879323,2.273575959,2.390155063,2.325617971,4.405106708,4.361535231,4.027357301,2.356263734,4.672474055,3.228060081,2.353647823,4.337350366,3.372012089,4.378501707,4.712087204,3.486921389,3.383827037,2.356713417,2.351288645,3.448061629,3.960736655,3.919981211,3.410253446,2.242917123,2.225574332,3.939487846,3.84617278,3.473373446,2.166245444,4.045515648,3.39914234,4.056344749,3.91293616,2.305226558,3.325622011,3.336409898,3.956972715,3.228094039,3.335016056,3.372661813,2.360562932,3.361307677,4.282549774,2.378099302,4.230341362,3.469103682,4.381108797,4.25805436,3.212886151,2.244810833,4.338691169
TRINITY_DN24303_c0_g1_i1.m.11350,NA,4.428358534,4.396507409,NA,3.295048574,4.307036703,3.343831378,5.666391379,4.461042445,4.396497529,3.475990978,3.43242215,5.098246344,NA,4.42142741,4.883915049,NA,NA,NA,3.449384895,3.461038755,NA,3.454711161,3.427588856,NA,4.518942203,5.031624111,4.405896519,NA,NA,NA,3.425408606,4.917060761,3.544263797,4.82210459,4.531433924,3.470025826,3.542271384,NA,4.96107776,3.396499145,NA,3.442888509,3.298977525,3.405902686,NA,NA,NA,NA,NA,4.886187935,3.539988196,3.451997021,NA,4.283759824,5.315702609,3.409580733
TRINITY_DN24311_c0_g2_i1.m.11370,NA,4.828483981,4.796629455,4.337981088,NA,5.122195029,4.158993149,5.966976377,4.861169605,4.796620542,4.291153657,5.247577913,5.913404319,3.242321281,4.821551084,5.92146436,4.239680051,4.808357809,4.25805436,4.2645491,4.861167778,3.372972874,4.269876765,4.242753066,4.237344038,6.504024207,3.261823782,3.221063559,3.2963055,4.713922155,3.111620064,5.240572028,5.469185893,4.359417846,4.637265078,6.516517591,6.455116678,6.164785049,4.214015626,3.191271549,6.211661703,5.222453574,5.258050391,5.114142829,4.806024654,4.843666248,4.831558875,4.247353357,4.753555225,4.264127897,4.701343882,4.355151228,4.852120307,5.466024817,3.098917916,5.715825802,5.224735164
TRINITY_DN24343_c0_g1_i1.m.11380,2.781974774,2.214138313,3.504219622,2.893578027,2.665789614,2.092820527,2.714589917,2.715212923,2.831792642,3.182292114,2.846738515,2.803175973,2.299068819,2.797913372,2.792180919,2.669691153,2.795265974,3.194016273,2.813636009,3.235166587,3.246838095,3.343589067,3.240492218,2.213393587,2.792941823,2.304712685,2.817415582,2.191670513,3.266930418,3.099582873,2.082248247,3.211205751,2.702836842,3.651969377,2.607885816,3.317220828,2.840777852,2.91302284,3.76959865,2.16189798,3.182292659,2.778045469,3.228669835,2.669732256,2.191701078,3.229330415,3.217220932,2.217977574,3.13921697,3.819718133,2.67196635,3.325778773,2.822737742,3.114716092,2.654504464,2.686444643,3.195361207
TRINITY_DN24353_c0_g1_i1.m.11399,6.598192039,6.615321483,6.657464049,6.783780748,6.404001278,6.053419961,6.675182928,6.605422311,6.570002808,6.505456426,7.11546286,6.83088277,6.975875803,6.53611247,6.530385656,6.237982537,6.948513768,6.806699864,6.905488892,6.911980395,7.043933718,6.666767371,6.917307019,6.688554067,6.609145266,6.545434777,6.633618264,6.592858797,6.742101754,6.574760939,6.55741708,6.756762958,6.730560337,6.570752737,6.263637397,7.114321303,7.052919733,7.004863487,6.730202227,6.485069652,6.794966094,6.516249091,6.905484872,6.485943685,6.868494343,6.552503577,6.692394687,6.693157142,6.684782189,6.780319806,6.147146393,6.871342301,6.850458146,6.727400451,6.544722653,6.50266118,6.670535286
TRINITY_DN24362_c0_g1_i1.m.11413,4.103910121,3.536072173,4.089178182,4.215494221,3.40275922,3.414742179,4.451545147,NA,4.153720737,4.504211159,4.168670827,4.125092416,4.205961463,4.119829961,4.114100595,NA,4.11719793,4.837879562,4.550605498,4.142059322,3.568756412,4.250488502,4.147393577,4.120270262,4.529897295,3.626653302,4.139334848,4.098571572,4.173816892,4.006476725,3.404176342,4.118092184,4.024772936,5.236931878,3.929822378,4.224105327,4.162710141,4.23494251,4.09153241,4.068790692,4.089176853,4.836935296,4.135570153,4.40669573,4.513616884,3.551261639,4.12411256,4.861836301,4.046105347,4.141644257,3.993898892,4.232665354,4.144674327,4.021612678,3.976437024,NA,4.517289302
TRINITY_DN24402_c0_g1_i2.m.11470,3.030325869,3.047459619,NA,3.141915764,NA,2.926123647,2.962929745,2.963561494,3.080134645,3.015592995,4.095082143,NA,3.132385093,3.04624758,NA,2.918050739,3.043619132,3.027328671,4.061989855,3.068477095,4.080140004,3.176908831,3.073803707,3.046684967,3.041278428,NA,3.06575197,3.025000464,3.100237965,NA,2.915554445,3.044506502,2.951199987,3.163351138,2.856241048,NA,NA,NA,NA,2.995210544,NA,3.026386504,3.061977967,2.918079218,3.024996348,4.062639029,NA,3.051293725,2.972520912,3.068058908,3.920318535,3.159094492,3.071087468,2.94803749,NA,NA,3.028665882
TRINITY_DN24451_c0_g1_i1.m.11517,5.35026549,5.952355788,5.657464049,6.921284515,6.234076464,NA,6.090221093,6.742924986,6.722006065,NA,6.874454562,6.693379247,5.774241222,NA,6.682387488,5.822944397,6.533475184,6.806699864,6.381926222,6.847849374,6.207432618,6.081804871,7.094185487,6.536550229,6.531141796,7.158411208,5.707619942,5.929894279,6.742101754,7.060187138,5.820451485,6.949407534,6.078484691,6.653214897,6.346100211,NA,6.730992486,6.066264855,6.145240939,6.122500252,6.794966094,5.346323728,6.703850948,6.238016077,6.514857522,6.382577403,6.370466592,7.071668545,6.292465746,6.709930858,6.562183892,7.179464249,5.975989678,NA,NA,4.839695324,5.933570582
TRINITY_DN24451_c0_g2_i1.m.11519,5.282245676,6.884337931,5.589445901,6.853265983,6.166057656,7.178046366,5.214848698,NA,5.332060407,6.852476146,6.806435978,6.625360679,5.706224056,6.998608512,6.614369691,5.754925214,6.465457499,5.279250072,6.313908773,5.905363376,6.139412636,7.236178838,NA,NA,5.29319925,5.974915351,5.63959965,5.861874104,5.3521549,NA,5.752433238,NA,6.010465311,6.585195646,6.278081579,7.209801406,NA,5.998246497,4.854828873,5.569053981,NA,6.737736358,6.635832997,6.169996902,5.276914054,5.314561187,6.302448265,NA,5.224448161,6.641913003,6.494164972,NA,5.907971436,6.007305691,6.154775719,4.771679074,5.865551115
TRINITY_DN24489_c0_g1_i2.m.11472,7.090551004,6.593106067,6.841357516,6.96767301,6.352873849,6.751886296,6.788686232,6.402291585,6.277866411,7.213321497,6.640735447,7.111736693,7.514527688,6.484985554,6.778817446,6.24130305,6.688799522,6.853089172,6.60763916,6.806776651,6.625789934,6.915199203,6.899566236,6.784983107,6.686466089,7.461291486,6.611405037,6.570644153,6.83853235,6.671190291,6.653847112,6.689694469,6.937414005,7.149575045,6.294973127,7.795713175,7.286853455,7.6545473,6.663133828,6.540858742,7.397748093,7.012608583,6.707172227,6.65637375,6.933215152,6.888398272,6.87628728,6.596941974,6.617713936,6.613715039,6.74607593,7.289699847,6.616739365,6.593217818,6.448507338,5.995020754,7.088893677
TRINITY_DN24566_c0_g1_i1.m.11657,4.850692689,5.189749569,5.157894965,5.547244744,4.734505513,4.331455032,5.368257536,5.591276382,4.900506657,5.157887346,5.237381125,5.193808418,5.274670784,5.188543157,5.182815597,6.32337383,5.67133557,5.169624572,4.8823551,5.210773266,5.70786132,5.804625586,4.894176571,5.188983474,5.183573158,5.765754299,4.471084673,4.845360728,6.0905287,5.923186785,5.057844774,5.449835839,5.356521393,4.983716067,5.261566892,4.970894188,5.231422013,5.566692131,5.645669302,5.137500883,5.420925696,5.431714134,4.882354255,5.545800984,5.430323906,5.467970067,5.192823294,5.456621308,5.377856871,5.695787082,5.062611228,5.564415202,4.89145839,5.090326636,4.723224743,5.755163402,5.170963908
TRINITY_DN24634_c0_g1_i1.m.11754,7.244771961,7.676937809,7.452436,7.578751663,7.244060634,7.14057201,7.177372715,7.178000873,7.294583955,7.104508069,7.425006461,6.680995127,7.66874876,6.675732371,6.991932582,7.247966109,6.843020363,6.978741135,7.498826023,7.39840216,7.410061092,6.976311528,7.288252518,6.676169268,7.130193209,7.467955556,7.154667892,7.239437441,7.314680746,7.147338655,6.352388119,7.133420899,6.90260141,7.49327369,6.807646855,7.780009208,7.178039463,7.250277637,6.817354197,7.209652367,7.230041101,7.356308108,7.391907796,6.869488816,6.976405029,7.277085002,7.001939989,7.265735279,7.302449641,6.282509405,6.871727466,7.248000971,7.022499317,7.036945396,6.854266567,7.02371043,7.243114407
TRINITY_DN24655_c1_g1_i2.m.11813,4.560545882,3.99271719,5.282783683,4.67213244,3.859397157,5.871385228,2.908193337,2.908823249,NA,4.545812064,4.625302562,5.318698473,3.077633556,NA,2.985778065,4.863302365,2.988866291,2.972594787,4.592211324,5.335665191,5.025397949,4.122164953,3.019068206,3.991948015,2.986533015,3.083293065,NA,5.292178412,5.367423037,4.87815081,4.445769595,2.989757438,2.896441398,3.108615234,2.801490996,4.095789548,4.619348674,3.106631148,3.963202868,2.940462658,4.5458183,2.971641115,4.592203733,2.863336254,2.970260718,4.007900043,NA,4.581511982,4.502748222,4.01332236,4.450538812,5.104342657,5.33827635,4.893290625,2.848120404,5.201984627,4.973925587
TRINITY_DN24655_c1_g1_i3.m.11814,6.676025132,6.693153677,6.420289086,6.994062848,6.666750826,4.871387575,6.815076682,6.908814427,6.610360658,6.420284379,6.847697617,5.996770803,6.984524151,5.798862315,6.686219199,6.863302365,6.796226036,6.55755154,6.914137148,7.013738733,6.932287595,5.929516195,6.604027855,5.799300452,6.893428331,6.890646684,6.470442612,6.670691161,6.952384337,6.200080803,5.182737596,6.44919733,6.983912468,6.809049279,6.260925979,7.183247685,6.941274325,7.276546941,6.285134265,6.110389716,6.768209833,6.878535087,7.007243594,6.033261255,6.877142956,6.914788206,5.803142918,6.4559811,6.917784913,6.01332236,6.672930308,6.274270097,6.338274494,6.215216974,6.755005794,6.687409673,7.061390211
TRINITY_DN24670_c0_g1_i1.m.11823,5.131003191,5.633559477,5.864735376,5.808187746,5.32515447,5.809210694,5.741676576,6.064232319,5.822362373,5.681867078,5.799831801,5.756259901,5.759120313,5.361051352,5.541734434,6.102784019,5.454627793,5.484151362,5.425698028,5.847227513,5.858888041,5.388611171,5.231067714,5.590968648,5.668024583,6.054284427,5.844502698,5.182250427,5.804983262,5.747266925,5.230351513,5.671253132,5.45240456,5.664564574,5.357451558,5.892748769,5.972210384,6.010500767,5.562230054,5.452026232,5.757818523,5.483204763,5.60626938,5.419293002,5.436011827,5.689383564,5.55174166,5.637394938,5.67727346,5.431774188,5.506419114,5.370795034,5.335262796,5.212206926,5.488959204,5.817880297,5.392381388
TRINITY_DN24678_c0_g3_i1.m.11831,6.933238814,7.213401298,7.181544728,7.044826555,6.954553551,6.829039306,7.244351461,5.866468442,6.831048593,6.766502819,7.135500334,6.954424765,6.883284859,6.627233084,7.206467762,5.083991505,6.946524822,6.930242507,7.102403943,6.456819017,7.246085264,7.079815291,6.97671933,6.949599763,7.207225022,5.303980695,6.816662142,6.92790533,7.38165989,6.973309457,6.081498875,7.210453339,6.991606723,7.651225978,6.607146129,6.316473819,6.477465159,6.54970207,5.920859949,6.898118739,6.181542211,6.777294704,7.227931349,6.820990555,6.775903014,6.81354943,5.631514197,7.539164944,7.138473123,6.970976738,6.501301624,6.909995856,7.237035145,6.698939527,6.805768651,6.1007416,7.069084662
TRINITY_DN24684_c0_g1_i2.m.11843,4.958150744,5.489851864,5.595499504,5.721815213,5.204531244,5.368522728,5.783836791,5.891378359,5.200609477,5.836502745,5.537480131,5.631413699,5.71227533,5.336642598,5.86143125,5.738952168,5.623513161,5.607229653,5.641888352,5.188949802,5.370532222,5.756805088,5.364201598,5.626587797,5.331672174,5.717934206,4.771184609,4.952814202,5.680137112,5.375291116,5.357949349,5.486903482,5.393587678,5.453743757,4.784062478,5.270997209,5.531522946,5.281834004,5.838855043,5.437604003,5.457994253,5.73181758,5.504380716,4.845899689,5.604895053,5.183108199,5.340922317,5.171758467,5.414925392,5.188532638,5.210711315,5.738986866,5.361481569,5.527930837,5.0233241,5.377191486,4.956491415
TRINITY_DN24730_c1_g1_i1.m.11907,6.165602207,6.860801582,6.828945044,6.277189791,7.049412951,6.909398992,6.776273768,6.584256797,6.893485192,6.413903148,7.0783567,6.449822065,6.530685333,6.44455825,6.438831142,6.316352642,6.178887846,6.425639727,6.460296961,7.203754401,7.063411028,6.990250457,6.472116725,5.860033379,6.661981225,7.121304881,6.464062637,7.297771391,6.498545026,6.553595514,5.728899276,6.442816589,6.764537605,5.976698067,6.66958343,5.963872579,6.90247282,5.974710754,6.153221588,6.615908168,6.636298441,6.647086953,6.87533178,6.538780247,6.423302525,5.875986184,6.185803768,6.449600487,6.955798417,5.881411784,6.541018071,6.97243369,7.054360561,6.931302681,6.52355745,6.333104937,6.426979022
TRINITY_DN24739_c0_g1_i2.m.11867,6.999659615,6.65421739,7.274437087,6.526284157,6.88347038,7.425974229,7.221766236,7.463403091,7.579986503,6.984926109,5.479456272,6.850919982,7.253711013,5.845656068,7.540369266,7.417891641,6.843020363,6.826737684,6.861395934,6.675242323,7.201474308,6.783666111,6.873214427,7.168022875,6.84068648,7.107365,7.324592044,6.994325049,6.706997946,7.191733251,6.884884132,6.84391451,6.920523304,6.962758974,7.115075578,7.271862504,7.058457578,6.960771367,6.987279325,7.116542642,5.399964919,6.633148147,6.446355412,6.887410126,7.146329411,5.862047818,6.171865115,6.658052245,6.94185949,7.189400358,7.041652602,6.765848914,7.192424062,6.069367445,7.287226154,7.541558996,6.635431787
TRINITY_DN24761_c0_g1_i1.m.11951,8.177657648,7.744983226,7.940536671,8.459170228,7.680378659,7.938528234,8.209793795,8.45327856,8.302757814,8.162924783,7.989649124,7.783806121,8.200271978,7.812490013,8.187852456,8.164910723,7.998298707,7.793570431,7.925525964,8.215811074,8.092540534,8.349769716,7.998745703,8.030519351,7.966217311,8.178448745,8.312619888,8.119856353,8.484606059,8.179760483,7.927952674,8.191838218,7.87612942,8.203766534,7.951100209,8.297857633,8.101526897,8.229260035,8.058362604,8.035622696,8.110459497,7.688289693,8.209316013,8.09094388,7.94993224,8.572540885,8.248486009,8.14615416,8.119857675,8.080465781,7.932718515,8.306417078,8.083490264,7.747438504,8.30892148,8.464596739,8.123532559
TRINITY_DN24761_c1_g1_i1.m.11953,6.187782413,5.204910244,6.272589113,6.07697654,5.43416273,4.861191342,5.482951843,5.313655221,5.889670303,4.687624254,6.145624046,4.401611135,5.941908396,5.718278438,4.975583081,5.72757641,5.563636776,4.962393272,5.219444632,6.119019324,5.889669931,6.334359441,5.593832715,5.396785908,5.561304436,5.658057296,6.0008156,6.075532983,6.150774895,5.742425924,4.850616129,4.394610304,6.001730861,5.098411752,5.791298707,6.307981854,6.024188359,6.511464553,5.537972392,5.930269516,5.687623178,5.376485631,6.412085351,5.853139994,4.960056759,5.582664577,6.307519421,5.86082108,5.907589679,6.225518805,5.592344374,5.831115528,5.421189444,4.883091947,5.712388657,5.985334962,5.963731877
TRINITY_DN24762_c0_g1_i1.m.11945,4.843674981,4.860801582,5.051336454,4.69222729,4.464447568,5.154510489,4.776275009,4.776905031,5.11587873,4.565905278,3.908427209,4.279898614,4.360762785,3.859600343,4.590832218,4.953782823,4.271993551,4.2557163,3.290370405,4.618794975,5.115878117,2.405289132,4.302194849,4.275068496,2.269672116,5.366418768,5.294136754,4.253377727,4.650545487,4.968634499,4.465863881,3.857854088,4.986929,4.976698067,4.406548517,3.963872579,4.639435652,4.389750776,4.568259087,5.223590746,5.05133448,3.839735995,3.290365398,4.953816295,4.253381612,4.612954777,4.60083929,4.279672109,4.200907667,3.296449284,4.73366467,4.97243369,4.621400476,4.176416774,4.938593421,4.748142436,4.257055601
TRINITY_DN24784_c0_g1_i1.m.11976,-0.311410215,0.705740935,1.258867549,0.8002319,1.157386836,0.584369323,-0.378782063,-0.378107097,1.323354633,1.258848384,-0.246704089,0.709777829,1.790639936,0.704536745,1.283782364,0.576326285,-0.298174212,0.685641901,-0.279681142,1.311751352,-0.261567745,-0.16473234,-0.26796491,-0.295085482,NA,0.796325044,1.309009665,-0.316669624,-0.2415174,1.176144075,NA,-0.297270045,1.194449081,NA,-0.485494542,0.808804978,0.747437803,1.404634413,-0.32377702,NA,1.25881349,-0.315327826,2.042199157,1.576340175,0.683259215,0.720902858,-0.291241469,-0.290401921,-0.369230987,-0.273579811,0.578594594,0.817394984,0.729404745,0.606287589,0.561101813,1.593070658,1.271931285
TRINITY_DN24785_c0_g1_i1.m.11966,5.662276995,5.942439962,4.910582956,5.03689784,5.224162336,5.558077445,5.27294982,3.273575959,4.975122489,5.325617971,5.405106708,4.946495534,4.4423948,NA,5.350545245,3.228060081,4.938597215,4.922315099,4.95697459,5.378501707,4.975126528,4.486928058,5.70575779,5.356710041,3.351302393,4.448054543,4.960736655,4.919976474,5.410256944,5.242917123,5.225574332,4.939492557,5.261214805,5.058335947,5.166259817,5.460548547,4.984109587,5.056349517,4.327967248,5.627157526,5.325618389,4.336409898,5.372008992,4.813061338,5.335016056,4.957624314,4.360548915,4.361314856,3.28254224,4.96304842,4.815303863,5.054070727,5.703039774,4.25805436,5.21287857,3.244810833,4.923655911
TRINITY_DN24843_c0_g1_i1.m.12029,6.636458289,6.101046452,3.747262828,5.610543354,6.060838075,5.394755588,5.694589524,5.81069539,6.750400873,6.249757187,5.942225238,5.368137003,5.601003953,5.893389028,6.579539961,5.765183905,5.890754009,5.1740292,5.530618017,6.738742033,5.811801491,6.130960041,6.74407011,5.778350044,5.357903213,5.606660604,3.797411787,5.631123385,5.83189876,5.886949035,6.06225227,4.998562062,4.905244246,5.479976541,6.090399338,5.467153834,6.483754038,5.477990175,5.865086889,5.141908277,5.16229601,5.173086318,6.378610705,5.234704366,4.171693671,5.668772179,5.897668139,5.197990414,6.367154515,5.67419763,5.874373264,6.006226477,5.802751474,4.679696034,6.137020372,5.666459191,5.497298793
TRINITY_DN24868_c0_g1_i1.m.12096,3.930257564,3.947392306,4.915530552,4.041846226,NA,5.147990321,4.447821756,3.863488426,4.565032788,4.91552908,3.99501509,4.536408094,5.032309279,4.531146158,4.940457549,3.817975298,4.528510727,4.512224125,4.961920953,4.968414518,4.980075424,4.076837399,4.973742486,3.946619399,4.526175606,5.037966745,5.550650425,3.924927377,5.000170866,4.832829597,2.815492196,3.944445065,4.436090449,4.648245376,5.078098802,4.635425285,4.989060444,5.061299076,4.502845301,4.895142309,4.500489876,4.511283816,4.961918297,4.402976933,4.509888559,4.962574743,4.535425757,4.536190286,4.457425952,3.967995803,4.405214546,4.643980452,4.555988345,4.432925048,4.802792727,4.419693745,4.5135664
TRINITY_DN24882_c0_g1_i1.m.12104,4.653655947,3.670786995,4.638926631,3.765244013,4.12242864,4.134418851,4.17121868,3.586885072,3.703470063,3.638928062,4.718417728,3.674840585,4.755707699,4.254544194,3.66384997,4.541373023,3.666940306,3.650664537,3.685315762,3.691809469,3.703474604,3.800239005,4.697139042,5.254981696,4.664607133,5.083293065,4.274043206,4.648322908,3.723565947,4.87815081,4.538883889,4.667836169,4.574522046,4.37164503,3.479569841,5.35881803,5.034383118,4.784693845,3.641274773,2.618548439,4.638924983,4.234678335,4.270275638,4.863336254,4.233284677,3.685969668,4.673859096,3.674621387,4.180821744,5.276356766,4.543647811,4.78241566,4.69441784,4.893290625,4.111146675,4.558128697,4.973925587
TRINITY_DN24885_c0_g1_i1.m.12108,4.442709167,4.044804093,4.012949134,4.554297795,4.326525407,4.660437884,3.960274906,2.37592738,2.492522852,4.749906662,4.092434718,4.048858215,3.5447649,3.45863901,4.774834206,NA,3.45599302,4.024678162,4.474375075,4.480864619,2.492522848,4.911216244,4.808119253,2.459066255,4.775589682,3.550414028,4.800067115,4.022337868,3.512614205,4.345279648,3.327934129,4.041858212,3.363571129,4.897666044,4.590547385,2.562908564,3.501506593,3.57374697,4.015292842,4.729517866,3.427982737,4.438772154,5.059333629,3.330468575,4.02233856,2.475021784,5.047875374,5.048639173,3.969875334,4.065410321,3.917667855,4.893399433,4.483473476,5.167770045,3.900201162,2.347172993,4.026013331
TRINITY_DN24914_c0_g1_i3.m.12174,NA,1.248122513,NA,2.342558246,NA,NA,1.163570892,NA,NA,1.21623208,1.29570226,1.252126932,NA,2.83185669,NA,NA,1.244262029,NA,2.262633974,1.269132576,1.280801722,2.962508835,NA,2.247327738,NA,1.338684771,NA,1.225639014,2.300871999,NA,2.116195579,NA,NA,1.363996851,1.056873601,NA,NA,NA,1.218608292,1.195866717,NA,NA,1.262603977,NA,1.225645552,1.263306496,2.836132565,1.251952933,2.17316198,2.268711443,NA,NA,2.271715662,1.148671087,NA,NA,NA
TRINITY_DN24919_c0_g1_i1.m.12160,4.545279013,2.97745526,3.94558797,3.071912962,2.844127788,4.44107919,4.477880661,5.215476221,3.010140003,4.53055042,4.610041363,2.981498311,4.647328919,2.976236788,4.555476746,4.43300115,5.295532118,3.957321977,4.576940884,4.998474041,4.595095411,3.106892349,4.588759884,4.56164234,4.556232463,5.068023833,5.317673116,NA,4.030226806,3.862883246,4.430503927,4.559460734,4.466146815,3.093343378,4.786229211,4.08051608,5.019118263,4.091357142,4.532903003,4.510161289,4.945588679,2.956383159,4.576940326,3.84806506,3.95498415,4.992631249,4.565481455,3.98128125,4.902520066,4.583020243,5.172235306,4.08907478,4.001076464,4.46298383,4.832846638,5.186715173,4.543620687
TRINITY_DN24947_c0_g1_i1.m.12133,2.843670638,2.860801582,NA,NA,3.727483896,3.739471704,2.776265079,2.776893984,NA,NA,NA,2.864856463,2.945722833,NA,2.853858558,4.316354463,NA,2.840669353,2.87533757,3.881827331,2.893487183,NA,NA,NA,NA,2.951388767,2.879096611,NA,2.913575944,NA,2.72889433,NA,NA,NA,2.669580895,2.963872579,2.902464031,NA,NA,NA,NA,NA,3.875333074,NA,NA,2.875981186,2.863867763,2.864629546,NA,3.881411784,3.73366467,2.97243369,2.884438949,NA,NA,2.748148128,NA
TRINITY_DN24952_c0_g1_i1.m.12156,6.844607225,6.655284625,6.730343754,7.219229395,6.728419287,7.081444584,6.777208137,6.330376805,6.446961554,6.922984622,7.089937203,7.128827905,7.039765275,6.95363964,6.947911372,6.525874762,6.9510026,7.182647386,7.291306868,7.368187433,6.987529252,7.171756846,7.068660366,6.954077765,6.649109459,6.630386507,6.880033483,7.019846052,7.095089007,6.747174681,6.523381313,6.858788587,6.665936638,7.318668394,7.011554002,7.379844986,7.083979168,6.876109439,6.925337492,6.990060266,6.829876489,7.326093256,7.139300873,6.912931426,7.019846755,6.876920461,7.045381582,6.865571236,6.786807939,6.975454868,7.149635097,6.873831121,6.885369059,7.177349234,6.89770991,6.649541258,6.743414508
TRINITY_DN24963_c0_g1_i1.m.12216,2.203731475,2.220867528,2.189027565,NA,3.087560906,2.099538149,2.136348266,2.136967813,NA,2.189018188,2.26850786,3.224926871,2.305781108,2.219666299,3.798900322,NA,NA,3.200745163,NA,2.241889913,2.253552362,NA,2.247213644,NA,2.214694922,2.311459225,NA,NA,2.273653694,NA,2.088953941,NA,2.12460718,2.3367745,2.029670148,2.323941729,3.262545457,2.334784243,2.191352044,NA,2.188999316,NA,NA,NA,2.19841351,2.236059117,2.223939379,2.224717008,2.145957539,NA,2.09374636,NA,NA,NA,NA,NA,2.202086794
TRINITY_DN24984_c0_g2_i1.m.12230,6.199256806,7.123276429,5.991884188,6.310844058,6.5425003,6.416985945,6.131857814,NA,6.418994492,5.769487576,6.264014683,6.390368435,NA,6.022535435,6.016807114,NA,5.534470077,5.518187866,6.40084448,6.237411179,5.834031312,5.930796458,5.827701118,5.215618069,5.532136624,3.306965039,6.042039597,5.515850619,5.854129778,5.101824071,5.0844805,5.798398786,5.442050209,5.917244314,5.025167842,NA,3.25806221,NA,4.771839186,5.48606501,3.184531677,6.365241053,6.40084005,5.087008449,5.778886635,6.038925774,4.804421241,5.542149314,5.141457635,6.55892362,5.411176662,5.328016475,5.824980591,5.438889021,5.879142107,NA,5.519526742
TRINITY_DN24987_c0_g2_i1.m.12246,5.818679379,NA,5.48202367,NA,5.702491363,6.562476839,5.751279145,7.237334514,6.54656316,6.066981577,3.561511894,6.102900102,5.920728072,5.097637247,6.676870863,6.969431387,5.831965336,5.815682128,6.11337414,6.11986686,5.131526536,4.643328885,5.540230916,5.098072357,5.829632365,6.604457495,6.532177307,6.076379005,5.566660227,6.206673977,5.96693831,6.510931638,5.002575825,6.43713022,6.644589578,5.938878181,6.3629052,5.627787373,6.069334468,6.921062534,6.803949083,5.492809614,6.335764574,6.384502597,6.076379702,5.114025644,5.516953185,6.517714877,6.246305708,5.856416617,6.194096099,5.947438955,6.537513192,5.999418434,6.539205729,6.986183411,5.817021632
TRINITY_DN24987_c0_g3_i1.m.12250,NA,NA,NA,NA,3.358708051,3.370686699,3.407493775,3.408121299,NA,NA,3.539647066,NA,3.576934161,NA,3.485085558,3.362602416,NA,NA,NA,NA,NA,NA,3.51836998,NA,NA,4.582596084,NA,NA,NA,3.377458337,NA,3.489071406,3.395753953,3.607912824,3.300803319,3.595094641,3.533690509,NA,NA,3.439775078,3.46016751,5.055912576,4.506547498,3.362638233,3.469559132,NA,NA,NA,3.417085395,NA,3.364884313,NA,3.515657139,NA,3.347424743,3.379353951,3.473229609
