"","COPEPODS_01","COPEPODS_05","COPEPODS_06","COPEPODS_07","COPEPODS_08","COPEPODS_09","COPEPODS_10","COPEPODS_11","COPEPODS_12","COPEPODS_14","COPEPODS_15","COPEPODS_16","COPEPODS_17","COPEPODS_18","COPEPODS_19","COPEPODS_20","COPEPODS_21","COPEPODS_22","COPEPODS_23","COPEPODS_24","COPEPODS_25","COPEPODS_26","COPEPODS_27","COPEPODS_28","COPEPODS_29","COPEPODS_30","COPEPODS_31","COPEPODS_32","COPEPODS_33","COPEPODS_34","COPEPODS_35","COPEPODS_36","COPEPODS_37","COPEPODS_38","COPEPODS_39","COPEPODS_40","COPEPODS_41","COPEPODS_42","COPEPODS_43","COPEPODS_44","COPEPODS_45","COPEPODS_46","COPEPODS_47","COPEPODS_48","COPEPODS_49","COPEPODS_50","COPEPODS_51","COPEPODS_52","COPEPODS_53","COPEPODS_54","COPEPODS_55","COPEPODS_56","COPEPODS_57","COPEPODS_58","COPEPODS_59","COPEPODS_60","COPEPODS_61"
"TRINITY_DN25447_c0_g1_i2.m.12823",6.0875220945,6.5961097545,6.724953134,6.585156343,6.138996654,6.564012108,6.834935451,6.2044654785,6.802511172,5.579425295,6.1421851565,5.578149025,5.201848718,5.682932596,6.317716363,6.258576736,6.181800192,6.749207019,6.741185137,6.378196815,6.993140331,5.758988303,6.17626191,5.419898517,6.1071880315,4.499067809,7.0710007945,6.596838017,6.532528912,6.98749559,5.077561762,5.6964328725,6.921961082,6.41578527,5.315070342,4.88581733,5.656184806,5.69792832,5.409550641,6.499536607,5.1982966885,6.468396584,6.789845897,6.594803656,5.94784896,6.9052716805,6.45642498,6.735397297,7.443577843,6.292347694,6.853316187,6.4538946385,6.2145112515,6.315823043,7.008963293,6.261079553,6.580750813
"TRINITY_DN25459_c0_g1_i1.m.12918",5.7338010505,6.6347044975,6.318763158,6.623751474,6.370237216,6.487129382,6.329209771,5.8686671635,6.503237447,6.717556857,6.3734252235,6.896853109,6.783587187,6.614613312,6.61934637,5.615347003,6.805358784,6.927980122,7.104875157,6.641859692,6.181311748,6.990228653,6.729430952,6.821062097,6.2453175005,6.537664479,6.3466354935,6.528518518,6.976762909,6.623126512,6.89376521,6.3871047505,6.416236272,6.717413699,6.394306961,6.608910232,6.665032999,6.70677565,6.711179601,6.441269141,6.6925711265,6.284597857,6.705584647,6.032494877,6.764052084,6.8210113175,6.857589607,6.938622833,6.037388571,6.639065969,6.463067675,6.7175572465,6.4457519505,6.716989031,6.147094171,5.92527973,6.512430294
"TRINITY_DN25497_c0_g2_i1.m.12997",5.3237012395,5.4172515725,4.516349593,4.183901582,5.152783471,5.269677673,4.526795586,4.0662537345,4.285787626,5.178175948,4.5710077735,5.591935751,5.648597763,4.696720916,5.59453867,3.39789387,5.10247817,5.710527036,4.224456682,4.102476607,3.50443171,3.772774037,4.927013216,5.281680979,5.2908996545,5.097817132,4.2547089995,4.61062595,4.671847325,4.083744857,5.483667234,5.8801447615,4.613818958,5.692607059,5.399246911,5.291922811,5.254934927,5.296677884,5.00829918,4.960782486,5.6450412615,5.415069187,4.581238701,5.3004672,5.546600209,5.2816292595,5.540600396,5.441061442,5.234972292,5.043101045,5.352529469,4.5932120435,4.2282989815,5.399998713,4.607713836,4.122859609,4.916464773
"TRINITY_DN25512_c0_g1_i1.m.13044",NA,2.9053526495,2.811809807,2.894394134,3.863275175,NA,4.407215199,3.7767480825,3.996277366,3.88866891,3.8664682915,3.887395293,2.774119215,3.992172785,2.889994113,2.693341639,NA,2.836052139,NA,3.812967303,3.799882136,3.068228276,3.900543135,NA,3.0013892245,2.808303526,2.9651996105,3.906082053,2.967295013,NA,2.971759798,3.0056773865,NA,3.98806206,2.887339392,NA,2.743032628,NA,NA,NA,2.7705810765,2.90316426,4.461659874,2.788564739,4.034698476,3.9921204585,3.028705677,3.929166576,3.945462424,NA,2.840630031,2.8886742295,2.9387896995,NA,3.903170187,2.833356971,NA
"TRINITY_DN25518_c0_g1_i1.m.13055",2.2414990525,2.3350304895,3.241487208,2.324089481,2.292960289,2.187462524,2.251930032,3.2064217395,NA,2.318364129,NA,2.317086072,2.20380349,NA,2.319678389,2.123038644,2.505685493,2.265744119,NA,NA,NA,2.49790707,2.330230687,2.421871541,2.4310898835,2.238008769,NA,2.335768372,NA,2.223918274,2.401450989,2.4353517865,NA,2.417752513,3.317028983,NA,3.172718074,2.214450946,NA,2.364006123,2.2002641605,NA,NA,2.218257296,NA,NA,2.458400321,3.358849671,NA,2.446316683,NA,2.3183613055,3.3684716045,2.317781959,NA,NA,NA
"TRINITY_DN25522_c0_g1_i1.m.13065",3.3016089145,3.8101972265,3.716650512,2.799238562,1.768112064,3.247589211,1.727104431,1.6815802315,2.901113301,4.115437247,2.7713035555,2.792237247,3.678967554,3.897019767,2.794835118,NA,3.980852604,3.740902336,3.424750441,2.717819921,3.70473036,3.558039025,3.390350587,2.897012966,3.9062374995,2.713144982,2.8700437635,3.81092263,3.45710747,2.699079189,3.876611641,1.9105245095,4.136046666,4.477870416,3.792185703,4.006796798,3.23284404,4.01154535,3.471638349,4.161082376,3.6754158035,4.392976263,3.781537126,3.278369119,4.261468309,3.8969638805,4.255468936,4.834007352,1.850295903,4.506433276,3.330440262,4.1154412255,4.1655651815,3.792945815,3.392974209,1.738200732,4.116766904
"TRINITY_DN25531_c0_g1_i1.m.13089",8.9150905045,9.2716741125,8.663552485,9.135189905,8.814562185,8.709061765,8.982121054,8.7597370405,8.979270703,8.93306331,9.1332526885,8.73914147,8.481486559,8.943460693,8.671354179,8.853221935,8.857365995,8.721753888,9.009091511,9.053762429,9.014201392,9.228102269,9.032399582,9.095462087,9.1046801515,8.940168915,8.8509027315,8.791777387,9.20809378,8.679934486,9.10362486,9.1089639395,8.726259399,9.032455885,8.870340671,8.698885817,8.817176491,8.736062239,9.055968909,8.641668922,8.7218581685,8.977311067,9.117487993,8.739853358,9.017693318,9.2329141095,9.102843472,8.81485908,8.989859949,9.17649998,8.914772368,8.9919567945,9.0129328305,8.595459749,9.006456014,8.685106202,8.671353435
"TRINITY_DN25531_c0_g1_i2.m.13090",6.5931626525,6.3647842685,5.856197877,5.675759494,5.907670693,6.217208069,6.451606812,6.0435304865,4.455707163,5.933062749,5.3258990275,5.931785619,6.040914329,6.258962193,6.519351321,6.322707382,5.120401263,NA,NA,6.442327804,6.066669197,4.527661539,4.359974754,4.451607229,5.7827509715,5.589672326,6.4246386215,5.950475296,6.011696609,6.06102504,5.016162562,6.6350328445,4.368706251,5.447492796,4.9317406,5.824415462,4.787427333,6.566137551,4.441260485,5.978704157,5.8149680495,5.684529793,6.92109089,6.247999907,6.494131809,6.2589092445,5.073095189,NA,6.57482214,5.476061277,5.621990862,NA,5.7201515455,6.669460964,5.684528218,5.877752416,5.934388504
"TRINITY_DN25567_c0_g1_i1.m.13114",1.9413265215,3.0348657065,3.526277419,3.023909388,1.992802794,3.472251616,1.95176131,4.2281789305,2.125800243,3.018177585,2.9959729435,3.016898529,3.903637711,NA,2.019509154,4.144790735,3.205522007,3.550533567,3.64942357,1.94249545,1.929392667,2.197745404,NA,3.706649522,3.7158637765,3.522782972,3.6796830425,2.035580619,3.096813894,2.923745842,3.686236938,4.1351849245,4.038785877,2.117571126,4.016860757,3.494498483,4.194471339,4.499248231,4.111339687,3.063822543,2.9000797005,3.032679932,2.006198862,1.918079218,4.164211591,3.1216312885,4.158210266,3.058675441,2.074969029,2.146132325,3.555101128,2.0181864565,NA,3.01761659,3.617646848,3.54783131,3.604462277
"TRINITY_DN25574_c0_g1_i1.m.13131",4.3396185305,3.8482076695,3.754657009,4.83725627,3.806132574,2.700631145,4.350065765,NA,3.939135078,5.153452368,3.8093180095,5.152177602,2.716984072,4.519995809,4.417809836,2.636207703,3.018858927,4.778915662,4.87780412,4.755827675,3.742739846,5.011088206,3.843402232,4.519992354,4.5292102665,NA,2.9080589885,2.848932987,4.495120955,3.737091,3.914620117,3.9485325105,2.852139095,2.930918055,2.830200604,2.722877624,NA,2.727623743,2.924688648,3.877165245,2.7134330005,4.430988841,3.819553969,2.731418071,4.977556903,4.9349784435,4.556519343,4.456980515,3.888326257,4.544447702,3.783487882,2.8315256545,4.8816458415,4.415916092,3.846025242,2.776218369,3.832847254
"TRINITY_DN25591_c0_g1_i1.m.13146",0.6257941725,1.7193135505,1.625774011,1.708354496,1.677268697,0.571777646,NA,0.5907222645,0.810232474000001,2.287597252,0.6804036595,2.286327595,0.588100827,0.806166714,2.288931766,2.092274105,1.889974677,0.650064813,2.333886282,1.626964807,0.613870518000001,NA,NA,NA,NA,NA,0.7791460365,1.72003338,2.366224576,NA,1.785752523,1.8196383185,0.723265534000001,2.387010764,0.701351012000001,1.593977889,1.557011609,1.59873544,0.795803596000001,NA,NA,1.717133678,NA,0.602561529,NA,1.8061001875,1.842671369,2.32810935,0.759396634000001,NA,0.654646783000001,0.7026320555,NA,1.702087866,0.717169991,2.23229718,1.703966097
"TRINITY_DN25611_c0_g1_i1.m.13198",3.0065247875,3.1000844385,3.328457752,2.089124741,2.058006086,2.537463281,3.016976174,NA,1.191014866,2.668352289,2.0612042355,2.667084922,3.77621132,2.771868703,2.669680634,0.888054119,NA,1.030793373,3.714643645,2.007709129,1.994621645,2.847929706,3.095277353,2.771867983,2.1961115905,3.324964517,NA,2.100816577,NA,3.573928796,3.166502309,NA,3.425927325,2.767752201,2.667040918,3.974754366,3.259693445,3.564472062,2.176559542,2.129050633,3.5502589335,3.097890408,NA,2.983292342,3.551354392,NA,2.808402715,3.123891133,2.140195357,2.211361534,2.620331196,3.4053219035,NA,2.667790806,2.097910937,NA,3.669679691
"TRINITY_DN25625_c0_g1_i1.m.13236",NA,2.2355004465,3.141950572,2.22455187,2.193412861,2.087920557,3.152402457,2.1068793095,NA,2.21881667,3.1966085075,NA,NA,NA,2.220136548,3.023500742,NA,3.166209409,3.265105188,3.143117248,3.130038469,2.3983925,NA,NA,2.3315344365,3.138457806,3.2953532945,3.236236786,2.297447928,2.124374118,NA,2.3358242455,3.239423652,NA,2.21749331,NA,2.073174209,2.114931729,2.311970354,2.264447716,NA,2.233312054,NA,NA,2.364860795,2.3222681865,NA,2.259303672,2.275610097,NA,NA,2.2188236715,2.2689276385,3.218250187,2.233309443,3.16349861,2.220152103
"TRINITY_DN25636_c0_g1_i1.m.13151",3.1650395715,3.2585840595,4.165037164,5.247629947,3.216516532,4.111012911,4.175479322,3.1299704305,3.349510896,4.241899582,4.2197011925,4.240626288,4.712320884,3.345408479,4.243224811,3.046588599,NA,4.774250401,4.288180876,4.751167094,4.153114503,3.421460125,3.253777261,NA,3.3546175785,4.746505134,3.3184361375,NA,4.320534177,4.732434369,4.325000657,3.3589059225,3.262513543,3.341291627,3.240581353,4.718216562,3.09627245,4.138012404,NA,5.287542647,4.7087686125,3.256406892,4.229928835,4.141804398,4.387931072,5.3453530125,NA,4.282397119,4.298700418,4.369863202,3.193863694,3.2419012155,3.2920186565,NA,NA,3.186586644,4.243222594
"TRINITY_DN25642_c0_g1_i1.m.13192",3.2612447685,NA,2.676290437,1.758873075,3.312723451,2.622254737,3.686732739,1.6412350425,2.860764216,3.753157658,3.3159150365,3.336840475,1.63861739,1.856665307,2.754481786,1.557853082,1.940490557,3.285509943,1.799418518,3.677453303,2.664374138,2.93271865,1.765042364,2.856659946,3.4508441925,3.257765229,3.4146601795,3.355534255,1.831782918,1.658710546,2.836259234,3.4551246255,2.773758685,3.852547383,2.751836383,NA,2.607516488,2.649253463,2.846304147,4.383754271,2.6350533015,3.352620411,1.741191447,3.653058938,1.899192936,3.4415661445,1.893200499,3.793649688,1.809968196,2.88111235,2.705109012,2.7531565975,3.8032766535,2.752576862,1.767641198,NA,2.754470574
"TRINITY_DN25643_c0_g1_i1.m.13175",7.3191688205,7.4951801905,7.039061253,7.706619495,7.283180785,7.265143287,7.242152747,6.8970864845,6.738108917,7.630500447,7.1932603695,7.39475887,7.515958623,7.219434491,7.216787846,6.6982168,7.303264859,7.503888449,6.939816363,7.32033742,6.679217524,7.575596855,6.905408981,7.412077731,7.5087588865,7.398139936,6.8445405875,6.78541559,7.474668089,6.799104028,7.298561217,7.3324697645,6.788610385,7.407964652,7.114605107,7.659357642,7.484866065,7.452608668,7.209085261,7.054652375,7.4384041125,7.229963163,6.997040238,7.115362309,7.261957823,7.5819512595,7.536068272,7.518991095,7.065809223,7.523994546,7.067889449,7.2154624525,7.0591349495,7.308003632,6.323071728,6.712691442,7.117251772
"TRINITY_DN25644_c0_g1_i1.m.13226",3.7407190315,2.8342765225,NA,3.823320078,2.792199447,3.686693952,5.073095189,3.7056604795,2.92518354,2.817580294,4.3803470725,3.816306956,3.703043166,3.921096734,3.818909253,4.20722677,3.004919736,3.764969775,4.448827686,2.74188331,4.728797825,3.997150477,NA,3.921090292,2.9303117755,NA,4.4790875685,4.41996032,NA,4.723154535,4.900683807,2.9345853815,5.160121563,2.916972587,NA,3.708937488,3.671954796,2.713693172,3.910745065,2.863221429,2.6994820975,3.832087987,3.80561729,4.302447625,2.963620522,4.5060017375,3.957619507,3.858077578,2.874387375,2.945539961,4.769548795,2.8175915045,2.8677141035,2.817014586,4.41704824,2.76226282,4.403872805
"TRINITY_DN25710_c0_g1_i1.m.13327",2.5666907555,3.3972092855,3.303660081,3.386254944,3.840561402,1.927702051,3.577136666,0.9466848805,3.488136251,2.058592883,3.6213525565,3.057314333,0.944075652,NA,2.644878026,NA,1.245936455,2.590936951,3.104877149,3.982897778,3.291729007,1.238183426,3.070468136,1.162113192,2.1713017965,2.563209537,3.1351359055,3.397935363,3.137222123,0.964133957000001,3.14169959,2.7605719875,3.079195913,NA,2.642235558,1.949932733,1.912976938,0.954724782,1.151764406,2.104220081,2.5254685785,2.07308531,3.046624586,2.543445733,2.204625573,2.1620390545,2.198613782,3.099095904,3.115398777,2.186539261,2.595528908,4.0585951225,3.6936815455,3.058031602,3.073087193,1.003306287,3.059913493
"TRINITY_DN25799_c0_g1_i1.m.13443",NA,NA,NA,NA,NA,3.092507527,3.156980857,NA,NA,3.223405623,NA,3.222132519,3.108857563,3.326916684,3.224723915,NA,3.410739424,3.170796174,NA,3.147701881,NA,NA,3.235275365,3.326906209,3.3361245305,4.143044979,NA,3.240813058,3.302045166,NA,3.306497494,3.3404063835,3.244015804,NA,3.222075657,NA,NA,3.119506754,3.316569216,3.269043843,NA,NA,NA,NA,NA,3.3268614725,3.363441933,NA,NA,3.351368279,NA,NA,NA,3.222836341,NA,3.168086874,3.224727861
"TRINITY_DN25800_c0_g1_i1.m.13461",1.5800640015,1.6736215595,2.58006756,2.662667447,NA,1.526058152,NA,2.5450245525,1.764564081,2.656937081,2.6347310905,2.655663788,1.542410648,1.760445978,2.658254723,3.046588599,1.844279282,3.60432777,3.288187895,3.166204593,3.153122334,2.836504705,1.668814761,1.760428674,2.7696696725,1.576565085,2.7334736365,1.674328699,2.735579105,2.562517193,1.740038156,1.7739584265,1.677551042,1.756329126,2.655618852,3.133258945,3.09627245,3.138012404,1.750102005,3.702583959,3.1238009835,3.671440911,3.229936623,2.556849538,3.802972263,2.7603980335,1.796975103,2.697426997,1.713721921,2.784893598,2.608909207,1.6569531865,3.7070561555,2.656369209,1.671450805,2.601615577,2.658260093
"TRINITY_DN25967_c0_g1_i1.m.13652",2.2219819655,3.9005044415,4.221993324,4.304584956,3.27346486,2.167976937,NA,4.1869304975,2.406457571,NA,4.2766550665,3.297582399,4.506242497,3.402363115,2.30017771,4.425468229,2.4862053,NA,NA,NA,2.210079331,NA,NA,3.987321339,4.4115805255,3.80346131,3.3753960265,4.316271856,3.962456732,3.789393485,4.38195659,2.4158668415,3.904430999,NA,2.29753458,3.775171186,4.153220436,3.779928634,NA,2.344489871,4.5026900845,NA,4.286887634,4.783719907,4.444887385,2.4022980775,NA,NA,2.355659192,4.426816887,3.250822577,3.2988509385,2.3489811555,NA,3.898319991,4.243547336,3.885144616
"TRINITY_DN25967_c0_g1_i2.m.13653",NA,4.4614599895,NA,NA,3.834421525,2.728915394,4.378358794,3.7478894655,2.967416836,NA,NA,3.858537992,NA,3.963319974,NA,NA,3.047156052,3.807206357,4.906097285,NA,4.355991728,5.361302751,NA,3.963315012,NA,NA,2.9363523455,NA,NA,NA,4.527872815,NA,NA,4.544172672,2.858496146,NA,2.714189273,NA,3.952976463,2.905460293,NA,4.459278424,NA,NA,NA,NA,3.999848703,NA,4.501571713,4.987774062,NA,NA,5.2318650245,4.859245654,3.87431439,3.804501334,NA
"TRINITY_DN25986_c0_g1_i2.m.13734",7.1192308225,7.3383114015,6.659799908,7.064323195,6.881199021,6.413128565,7.129678524,6.4320958665,6.844273437,7.058593912,7.5218176535,7.320352051,6.207087005,7.010098073,6.907915782,7.000779075,6.508964935,6.853979428,7.367909729,7.468322572,7.232841358,7.086152864,6.555893819,7.747062126,6.4343510485,6.656309509,6.9831287965,7.213509897,6.98522395,6.81215999,7.726655048,7.0235978745,6.757272422,7.295489898,6.905269242,6.43537471,6.591031412,6.217737637,6.637179917,7.104235236,6.4259254185,7.336128771,7.532048413,6.2215274,6.882696954,7.1620475945,7.461661036,7.236590971,7.252894664,7.186553377,6.858552698,6.5440213635,6.9567137785,7.058025472,6.336127691,6.68135327,6.907916252
"TRINITY_DN26007_c0_g1_i1.m.13757",1.7511604405,3.4296738285,2.75116896,2.833750292,2.802640214,2.697128506,1.761596982,2.7160961135,2.935628475,4.412991182,2.8058185545,3.411718309,2.713486866,3.516500476,3.414316862,2.632707077,3.015358924,2.775425235,1.874315235,2.752338788,1.739238258,2.007583362,2.839900919,1.931519366,1.9407326185,2.74767329,2.9045651375,1.84544002,2.906652607,1.733602543,2.911133766,1.9450383585,1.848628817,2.927418992,3.411670682,1.719388119,2.682403369,1.724148633,2.921192696,3.458626464,2.7099322805,2.842519586,2.81606165,1.727940642,1.974044836,NA,2.968065286,1.868522668,1.884803528,1.955987849,1.779979684,1.8280402535,1.8781487425,2.82746706,1.842544931,NA,1.82936215
"TRINITY_DN26012_c0_g4_i1.m.13777",6.3326348615,4.4261813265,NA,3.415228512,5.706037056,NA,4.928044856,NA,5.102073244,6.216856036,6.1946531485,5.993186525,NA,4.513008962,NA,NA,4.596837691,5.678817571,5.040744457,5.655732039,5.64264385,4.589064002,5.74330241,NA,5.5222233645,NA,5.0709996135,5.426914508,NA,NA,NA,4.5265115825,NA,6.316248178,5.408179973,NA,NA,NA,4.502656814,5.777071241,NA,4.424003967,5.982491636,NA,5.140494664,NA,NA,6.449994904,6.273652163,4.537463472,NA,5.4095024715,5.7815504315,5.730861397,5.008963293,NA,NA
"TRINITY_DN26015_c0_g1_i2.m.13770",9.6526634135,9.9112719545,9.778194922,9.764114203,9.761282049,9.923477606,9.904118431,9.9882476065,10.07814578,9.639332198,9.9606131405,9.72825312,9.524790437,9.931600617,9.74535469,9.686214241,9.811072245,9.676918235,10.201736724,10.035702314,10.044809383,10.034622553,10.123274092,9.646621852,10.0832612645,9.801175805,10.1192249975,10.060099762,10.073624199,10.05013624,9.977687767,10.0373592975,9.953670007,10.069930608,10.374975469,9.331376616,9.897053589,9.668706905,9.865756849,10.222629479,9.9820774505,9.856140639,10.076885595,10.23847752,9.946643701,10.0616077895,9.954451581,9.798878449,10.395374637,10.073622875,10.096529242,10.1445671845,10.2271111365,9.669460295,10.191488026,10.010645353,9.21002237
"TRINITY_DN26020_c0_g1_i3.m.13787",3.4344074985,3.7909965305,1.112503966,2.780047523,3.163961812,NA,NA,NA,1.296974339,NA,3.1671459385,3.188067344,3.396742606,2.292867322,NA,NA,2.376677972,3.136742546,2.820598908,3.435587121,NA,1.368941305,4.201221528,2.877810492,1.3020490715,NA,2.2659003475,2.791733384,3.589915996,2.094907057,2.857410459,3.3063573605,2.209960696,1.288757776,NA,3.888054743,NA,3.892814425,1.28248465,NA,1.0712856975,3.525776832,2.762345553,1.089256883,1.335394744,2.8777588615,2.914343215,2.814797166,NA,1.317325008,1.141310794,4.1893501805,2.2394588535,3.188781374,2.203866002,NA,2.775644809
"TRINITY_DN26065_c0_g1_i1.m.13849",2.5585153625,2.6520574615,2.558510362,2.641121544,2.609992384,NA,NA,2.5234447075,2.742992353,2.635378085,2.6131821565,NA,4.105803352,NA,NA,3.440061999,NA,NA,2.681654124,2.559681969,NA,NA,2.647258526,NA,2.7480986515,4.555025348,NA,NA,NA,NA,NA,NA,2.655983739,3.734771021,NA,2.526731888,2.489746784,3.531491996,NA,NA,3.5172813465,2.649890403,2.623404714,NA,2.781405378,2.7388256835,NA,2.675865986,NA,NA,3.587340707,2.6353896675,NA,2.634808282,NA,NA,3.636711639
"TRINITY_DN26094_c0_g1_i1.m.13868",2.6273697165,2.7209232515,4.212339212,3.709974545,3.678854382,4.15831438,2.637820607,3.5923157895,3.811850062,2.704235079,2.6820375415,3.702971535,4.174664575,NA,3.705574388,2.50892757,2.891591731,3.651634172,NA,3.628544076,3.615463022,NA,2.716113648,2.807755202,2.8169612635,NA,2.7807870515,3.721654854,2.782887696,3.609814577,2.787352515,NA,4.309812283,NA,NA,4.18055757,3.558614201,4.18531518,NA,2.7498834,4.1711106685,3.718740901,NA,2.604137505,NA,4.3926575145,NA,2.7447482,2.761046212,2.832207562,3.656206391,4.2892059965,2.7543589085,2.703677014,3.718747952,2.648935384,4.290531762
"TRINITY_DN26121_c0_g1_i2.m.13936",5.8984255545,6.1984243805,5.898425795,4.602506748,5.419384025,6.1439592,5.793393859,6.0698175605,6.189815098,5.274850775,5.7120811825,5.73300711,5.61974129,5.185714969,5.861139373,5.88688829,5.632112507,5.544169172,5.643061965,5.199155164,5.993419218,5.039378347,5.60865403,5.185712772,5.7095040795,5.516423023,5.5213148465,5.462187842,5.353483653,5.639853541,5.165305507,5.3918571545,5.617385308,5.18159882,5.273528674,5.166205786,5.299141924,5.630391773,5.537936007,5.320492822,5.6161886995,5.459278424,5.432804509,5.344675959,5.42088172,5.3783063705,5.222239739,5.485271723,6.139003123,4.724737805,5.548742562,5.5967809275,5.3249749275,5.444209718,5.87431439,6.307002332,5.446101716
"TRINITY_DN26174_c0_g3_i2.m.14060",NA,2.9126605785,NA,2.90170078,2.870580815,2.765083549,2.829551618,2.7840556715,3.003572653,2.895974927,2.8737803495,NA,2.781437733,2.999474643,NA,2.700653441,NA,2.843370882,2.942253054,2.820268124,3.807186937,NA,2.907841928,NA,3.0086976975,2.815608229,NA,2.91337712,2.974602402,3.801539203,NA,4.0129810255,NA,3.995363673,NA,2.787325387,2.750331968,NA,NA,2.94162035,2.7778735695,NA,2.883994336,2.795867173,4.626967175,2.9994227355,NA,NA,2.952779609,NA,2.847940933,2.8959762295,2.9461013115,NA,NA,NA,NA
"TRINITY_DN26179_c0_g1_i1.m.14071",5.0765875985,5.4331701705,5.076586992,4.83725627,5.613488868,5.700633717,5.572460077,5.0415280225,5.524094104,5.831525237,5.8093230605,5.415211388,6.301946572,5.742387355,6.292281398,4.636207703,5.826216491,5.363875013,5.877806452,5.755827675,5.550094768,6.011085854,6.302829589,5.935029853,5.7516026875,6.751168343,3.9080589885,5.656290774,6.232085891,5.54445038,6.084549515,6.1184575125,5.43709521,6.390349673,5.415166485,6.307841747,6.855815684,6.634523756,5.924684125,6.047091373,6.2983920935,5.430988841,5.98947782,5.538778796,5.977556903,6.3944105165,5.971557666,6.041943016,5.888320942,6.129410203,6.368450383,5.8315256545,5.4666100365,5.152885513,5.430987742,5.583566786,5.832849626
"TRINITY_DN26179_c0_g2_i1.m.14073",3.7758216095,3.8693725475,2.775828769,4.85841945,2.827299329,2.721794756,2.786270509,2.7407551645,NA,3.852694009,3.8304867875,3.851413648,3.73814892,2.956203567,2.854020298,NA,4.040028834,3.800073805,3.898971266,2.776989698,2.76390102,4.032255648,2.86455692,4.541159461,3.9654091735,3.772328549,NA,2.87011025,3.931321371,NA,2.935792122,2.9696949915,2.873287616,2.952074525,2.851359209,3.744042234,3.707060645,2.748797659,2.945844914,2.898326017,3.7345932925,2.867193584,2.840709635,NA,2.998717559,2.9561477605,3.992723644,3.893186787,2.90948292,3.980646695,2.804643186,2.8526990405,2.9028080325,3.852121963,2.867185906,2.797373032,NA
"TRINITY_DN26205_c0_g1_i2.m.14128",2.4160303595,1.5095757845,1.415996708,2.498621202,2.46748892,1.361968434,2.426474046,1.3809412235,2.600500546,1.492877176,1.4706658315,1.491586156,1.378348371,2.596383064,1.494229673,1.297575457,NA,1.44028213,2.539163273,1.417210232,1.404124053,2.67245954,1.504745356,1.596379255,1.6055998795,NA,1.5694324795,1.51028675,1.571531146,1.398467112,NA,1.6098959925,1.513484808,1.592257543,NA,2.384229752,1.3472452,2.388986226,NA,NA,1.3748054795,1.507402152,2.480917044,1.3928097,1.638915724,2.5963414465,2.632928063,1.533354722,1.549687531,2.620854324,1.444838197,2.4928934345,1.5430009325,3.077273991,1.507368657,1.437550377,1.494205457
"TRINITY_DN26242_c0_g1_i2.m.14115",6.8748128605,6.9683616905,6.981728759,7.064323195,6.810809465,7.290272009,6.992174518,6.3092389685,6.528771952,6.836202176,7.2290360785,6.950402645,7.043587714,6.524670592,6.953003911,6.055920178,6.608501047,7.198627516,6.467445679,7.345466398,6.862892618,6.60072626,7.070468136,7.055184212,7.2708526615,7.492810029,6.6497052385,6.969091274,6.91483515,7.24427141,6.793769756,7.4557088035,7.271846107,6.93559464,6.95035652,7.312517715,7.275530093,7.395274802,6.51432182,7.104235236,7.5925753305,6.850702109,7.146157017,7.238601232,7.567194605,6.8141246795,6.850704303,6.992172546,7.115390831,6.701126348,7.203201248,7.0585940955,7.2082519665,7.058025472,6.850701054,6.365852052,7.059918557
"TRINITY_DN26250_c0_g1_i1.m.14183",NA,2.2632451695,2.16970395,3.252298521,NA,2.115658355,NA,NA,2.354162153,2.246567553,NA,NA,NA,2.35007387,NA,2.051234276,3.433896426,NA,NA,2.170854925,NA,2.426125705,3.258439731,2.350057824,2.3592949635,NA,2.3231070625,NA,2.325199245,3.152128499,2.329667509,2.3635799815,3.852129516,NA,3.245243174,2.137924859,NA,NA,2.339726147,3.292202745,NA,NA,2.234601819,2.146465726,NA,2.3500309365,3.386602582,2.287069019,NA,2.374522701,3.198520056,3.2465679615,NA,NA,2.261073437,NA,3.247889496
"TRINITY_DN26259_c0_g1_i1.m.14201",3.2414866575,3.9200017495,3.241487208,3.324089481,3.292960289,4.772425025,3.836892533,3.7913894955,3.425957998,4.318350379,3.2961555085,4.639003544,5.525739987,2.421873383,4.319678389,3.123038644,3.505685493,4.265744119,3.364637057,3.82761995,3.229566715,3.4979205,3.330230687,4.421857943,4.0160431565,5.04535146,3.9798525465,2.335768372,3.396985615,4.545852306,4.401450989,4.0203237745,2.338958349,3.417752513,3.901991484,5.531633769,5.172718074,5.214461746,2.411507872,4.363991656,5.3701826775,4.332856213,3.306377428,4.218250049,4.464385466,3.4218018225,5.043348709,4.943807353,3.375147937,4.031279184,3.270318339,2.3183613055,3.3684716045,5.125140782,4.332849478,2.263036604,2.319670372
"TRINITY_DN26264_c0_g1_i1.m.14191",4.4737277685,4.7599226795,3.251330319,2.748966463,4.039774565,4.612345562,3.261788423,4.4386654865,4.172770892,3.328202561,4.5283919755,4.326924554,3.950624415,3.431712785,4.066487892,3.547921065,3.515537589,4.012556839,3.374483303,3.989467645,4.239411772,4.244728891,4.077037513,4.431703139,4.1778908345,3.247849954,3.8197790275,3.760651613,3.406829375,4.648809845,3.826334113,4.4452084795,4.085777421,3.842627354,4.063842245,4.219553592,3.182561179,4.224310095,3.421363386,4.596237136,3.6251424485,4.565095747,4.053197682,4.228101237,4.474231299,3.4316540725,4.468231402,4.783734071,4.607387083,4.193130284,4.502556996,3.7432433695,4.3783207735,3.74267435,4.079669899,3.687930676,4.329525064
