"","COPEPODS_01","COPEPODS_05","COPEPODS_06","COPEPODS_07","COPEPODS_08","COPEPODS_09","COPEPODS_10","COPEPODS_11","COPEPODS_12","COPEPODS_14","COPEPODS_15","COPEPODS_16","COPEPODS_17","COPEPODS_18","COPEPODS_19","COPEPODS_20","COPEPODS_21","COPEPODS_22","COPEPODS_23","COPEPODS_24","COPEPODS_25","COPEPODS_26","COPEPODS_27","COPEPODS_28","COPEPODS_29","COPEPODS_30","COPEPODS_31","COPEPODS_32","COPEPODS_33","COPEPODS_34","COPEPODS_35","COPEPODS_36","COPEPODS_37","COPEPODS_38","COPEPODS_39","COPEPODS_40","COPEPODS_41","COPEPODS_42","COPEPODS_43","COPEPODS_44","COPEPODS_45","COPEPODS_46","COPEPODS_47","COPEPODS_48","COPEPODS_49","COPEPODS_50","COPEPODS_51","COPEPODS_52","COPEPODS_53","COPEPODS_54","COPEPODS_55","COPEPODS_56","COPEPODS_57","COPEPODS_58","COPEPODS_59","COPEPODS_60","COPEPODS_61"
"TRINITY_DN10201_c0_g1_i1.m.3024",4.0704743565,4.7489836485,5.529903515,4.474996351,4.443874759,4.823801685,5.250845456,5.4948433465,5.06230046,4.954694662,5.2950594005,4.95341588,4.617758835,5.058199635,4.733625403,5.536981247,4.656605889,4.902079524,4.778582292,5.071638494,5.517984438,4.648830646,4.966567764,5.250843424,5.4299856045,5.236905992,4.8088386315,4.749712712,5.033326132,5.222830558,5.03779137,5.2643452805,5.337871058,5.246732425,4.730980688,4.84604776,5.171628208,5.04344868,4.825457272,5.000334117,4.8365951725,4.161841735,5.720329699,5.047239856,5.61529727,4.8357565235,5.094724505,5.647264458,5.204133559,5.082654331,5.684262935,5.3172629255,5.0048152875,4.954125521,4.746802766,4.899382796,4.956016481
"TRINITY_DN10235_c0_g1_i1.m.3052",4.1511387005,NA,2.151146389,2.233735044,3.202611175,2.097111227,3.161590038,4.9234373915,4.335616935,NA,4.2058009645,3.22673406,3.113471515,2.331516535,2.229327383,4.617650912,2.415355691,3.175397113,3.274291914,3.737270828,2.139224659,2.407572353,3.82484171,NA,3.3407295395,3.147647997,3.3045408235,NA,2.306627802,2.133569146,NA,3.3450194675,3.248607941,2.32739287,3.226689717,2.11934749,3.082375521,NA,2.321153466,2.273656176,3.1099185525,NA,3.801001064,NA,3.374043775,3.3314553685,2.368046811,2.268505431,3.284796946,3.355965873,3.179965581,3.8129719205,2.2781342845,3.812399537,4.24250443,4.494623281,2.229317977
"TRINITY_DN11059_c0_g1_i1.m.3331",3.0402760245,3.1338275095,3.04027975,3.122882758,3.091759729,NA,3.050719856,NA,NA,3.117145439,3.0949440035,NA,NA,NA,3.118468263,NA,3.304481185,3.064528864,3.163423897,3.041447472,3.028367303,4.296706602,NA,NA,NA,3.036784398,NA,NA,4.195780392,3.022714817,3.200249084,NA,3.137753025,3.216531594,3.115828488,3.008498999,NA,NA,3.210301922,NA,NA,3.131640097,3.105181491,3.017043697,3.26317585,4.2205965745,NA,3.15763786,3.173934241,3.245103817,3.069107732,3.1171384355,3.1672679685,3.116576075,NA,3.061838907,3.118464201
"TRINITY_DN11232_c0_g1_i1.m.3408",4.2123385405,5.3058891045,5.21234265,5.616865141,5.263816883,4.15831438,5.222786723,NA,3.396820153,3.28921161,5.2670037195,5.287930648,3.174664575,5.392715531,5.290533218,NA,4.476547498,6.04394963,5.920450676,5.213510308,4.785382971,5.790697589,4.886043201,NA,4.4019308265,4.208847862,3.3657418525,4.306617355,5.367839413,NA,NA,4.4062135735,3.309819258,NA,NA,3.18055757,NA,3.18531518,4.382367586,NA,3.1711106685,6.111062654,5.599163398,NA,3.435238692,5.3926611535,NA,4.329703326,5.667932164,5.002130272,NA,5.6111340915,NA,5.610567609,3.303706559,NA,5.290531762
"TRINITY_DN11265_c0_g1_i1.m.3414",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.611136899,3.5889310795,3.609855356,NA,3.714642288,3.612458376,NA,3.798468859,4.558524768,3.6574131,3.535432432,3.522344523,3.79070033,NA,3.714641635,3.7238631585,NA,NA,3.62854253,3.689763913,NA,3.694234467,3.7281445725,NA,3.710522495,3.609807779,NA,NA,NA,3.704296998,4.656778424,NA,3.625633518,3.599166413,NA,4.757163929,NA,4.751167094,3.651631421,4.667929067,3.739091283,NA,NA,3.6612569085,4.610564823,NA,NA,NA
"TRINITY_DN11482_c0_g1_i1.m.3507",3.7360990025,4.2446915395,3.736099326,3.818697545,3.202611175,4.419045575,3.746547509,4.7010409735,4.657540279,2.228009302,3.7907634655,4.5486565,4.113464061,4.331516535,4.814294991,4.032685644,4.41534164,3.760354829,3.274291914,4.474234346,3.72418716,4.407565204,3.239883957,3.33151713,3.9256920405,4.147647997,4.6264721315,3.830377979,4.628567898,4.133577048,4.311104246,3.9299769175,3.833580145,3.32739287,3.811647082,3.704319852,4.082375521,3.124113309,3.906125129,3.273640775,4.4318404335,3.827466959,3.801001064,3.712866754,3.374043775,4.3314629625,4.368039298,3.268505431,3.284796946,3.940928374,4.179965581,3.2279996785,4.2781265595,3.227437036,3.24250443,4.494623281,3.229332388
"TRINITY_DN11722_c0_g2_i1.m.3598",4.8789183485,3.9724660405,3.878919054,3.546474152,4.515352711,3.409854945,3.889365014,1.8438584175,4.063391106,3.540744765,4.5185396915,4.276432706,4.426201913,4.059287383,4.279033937,3.345422154,4.728081686,1.903154778,4.587027577,4.687439108,3.866997696,4.457271225,4.289581821,3.644252307,4.0685059625,4.682779633,NA,4.29512557,4.619382062,4.446314936,4.62384341,NA,4.561354677,4.055173167,1.9544465,4.432098889,4.132077728,4.436853653,4.370867363,3.00143191,4.1596155065,4.2922114,4.943809459,4.440647647,4.423740081,NA,NA,4.318203557,4.334507687,4.405671619,4.229676789,4.7631383055,5.1758306735,3.955218706,3.970278308,NA,4.279035349
"TRINITY_DN12335_c0_g1_i2.m.3824",2.7973052575,1.7209232515,1.212346087,2.517317605,1.678864877,1.895270984,2.445187925,1.1772943775,2.133764495,2.026163174,2.2670147535,1.702951211,1.589687785,1.807732962,2.512927737,1.508903701,2.213495583,1.651634172,2.07243973,2.950469932,2.200410364,2.691163091,1.716113648,2.129679134,0.8169612635,1.208833301,1.3657726515,1.721654854,3.242315393,1.609791857,2.594688914,1.8212510725,2.309819258,0.803608363,0.702946718000001,1.180543393,1.14355476,1.600367373,0.797385325000001,0.749905543000001,1.1711404455,2.526088607,3.277235303,1.60415969,1.850261902,3.1296187415,1.844270738,1.744726074,2.568384548,2.832207562,1.978139139,2.5115964175,2.0762825605,2.025596749,1.718759635,1.970848558,2.027511168
"TRINITY_DN12368_c0_g1_i1.m.3849",2.9817332015,6.0752776505,NA,5.064325225,4.033205307,NA,4.992175579,NA,NA,5.380520978,5.0363900565,6.057318307,5.529015798,4.747065193,NA,NA,5.245932504,5.813337828,5.912229794,3.982897778,4.554768156,5.238155287,3.070468136,4.747059412,5.1713183685,4.97823707,3.1351359055,4.076003842,5.137226341,NA,5.141691139,4.1755981275,NA,4.742952079,4.642235558,5.757301914,4.497922276,5.954703231,4.736716602,4.104237401,4.9404973435,5.658058348,3.046624586,NA,4.204625573,5.7470100955,4.783587547,4.099087251,3.115398777,4.771517894,NA,4.0585951225,3.1087190445,5.379953158,NA,NA,NA
"TRINITY_DN12409_c0_g1_i1.m.3872",5.5222950905,4.6158430825,5.107259977,5.926819063,NA,3.468268235,3.532739718,NA,NA,NA,4.5769595165,NA,5.069584878,4.702669112,NA,3.403849024,4.786497429,NA,5.645442293,3.523466159,NA,5.363685164,3.611040523,4.702670381,3.7118815715,4.518806519,3.6757008985,3.616579718,4.677797885,3.504736772,5.267222725,3.7161643795,NA,3.698552206,3.597838189,4.490518269,3.453532447,5.080231599,4.692322644,3.644801453,4.4810662705,3.613665546,4.587190756,NA,3.745197098,5.2875791885,4.73919378,NA,NA,4.727124279,4.551121708,3.5991665855,3.6492895975,3.598594875,NA,3.543851569,NA
"TRINITY_DN12494_c0_g1_i1.m.3885",3.5463453705,3.6398881995,4.546339544,4.628937281,NA,NA,NA,3.5112823275,3.730820372,3.623208235,NA,3.621933698,3.50866474,3.726718599,3.624530914,3.427893968,NA,3.570592922,3.669492907,NA,3.534420589,3.802775081,5.220043309,3.726712524,3.7359365555,3.542849081,3.6997482205,NA,NA,NA,NA,5.3251767755,5.965742718,NA,NA,NA,3.477578799,3.519315127,3.716366142,NA,3.5051076255,NA,3.611234824,NA,3.76923638,NA,NA,3.663700123,3.680002519,5.751167094,5.160132044,3.6232086985,NA,3.62263524,3.637705513,3.567895828,3.624533978
"TRINITY_DN12623_c0_g1_i1.m.3947",6.2219913885,5.9005022215,6.221991617,6.626514425,6.080819782,6.489893125,6.232438038,6.5088601905,7.313355204,6.106212934,5.5985817005,6.104935399,5.991670946,6.724292539,6.107536799,6.273463379,6.293548755,6.053599577,6.667066939,6.223159197,6.379995967,6.063381191,5.895693599,7.10280209,6.5815055265,6.218500617,6.9603572525,6.316270043,6.377490661,6.37435097,7.082395758,6.4158650375,6.126819461,6.857681199,6.619462675,5.512139597,6.475151436,5.779928634,5.392014616,6.514423019,6.1807616205,6.313357826,6.094239347,5.783719907,6.444887385,6.7242391855,7.139330046,6.339351258,6.677582674,6.426816887,6.250818726,5.8838203945,6.3489793165,6.298288326,7.013796415,6.565473784,5.885144616
"TRINITY_DN12811_c0_g1_i1.m.4001",4.6729758155,NA,3.672977153,3.755568367,4.724447983,4.618948346,NA,NA,4.857447738,3.749837838,NA,NA,NA,NA,3.751167094,3.554526876,NA,NA,NA,3.674138206,NA,NA,3.761712517,NA,NA,NA,3.8263741645,NA,NA,NA,NA,3.8668525855,NA,3.849237591,3.748524387,NA,NA,NA,NA,4.795482776,NA,3.76434347,3.737865448,4.649741865,NA,3.8533001295,3.889876629,NA,3.806642356,3.877799204,3.701799225,3.7498427905,4.7999661405,NA,3.764339886,3.694523408,3.751162076
"TRINITY_DN12819_c0_g1_i1.m.4007",5.2513349075,4.7599226795,2.666367818,4.748966463,2.717838298,2.6123565,4.676817125,NA,NA,4.743236647,4.7210332175,4.741963702,5.950624415,5.16867317,NA,NA,4.515537589,4.690624727,3.789524109,3.667539551,4.654449271,4.922798796,4.755114402,4.431703139,3.8559627395,3.662880367,3.8197790275,4.345614114,4.406836372,4.233770503,4.411300119,2.8602530455,3.763843216,3.842627354,2.741909839,5.441946999,4.919531044,5.446703538,4.421356975,NA,5.2101049495,3.757740825,3.731267386,3.643138736,4.474231299,4.4316540725,4.883274158,4.368696572,4.384997891,3.871200181,NA,4.3282024625,3.7933654795,5.742669264,2.757737255,NA,3.744562564
"TRINITY_DN12999_c0_g1_i1.m.4046",4.2712357715,3.3647826595,NA,3.353834056,3.322712671,NA,NA,4.2361777705,NA,NA,NA,3.346825286,NA,NA,4.34942397,4.152778986,NA,3.295490362,3.394380868,3.272398026,4.259317393,NA,4.944937254,3.451600569,5.0457844735,3.267738639,5.0096017375,3.365505788,NA,4.25366804,3.431200061,4.4651055195,NA,NA,3.346778099,NA,5.524394799,4.244209457,6.026220878,NA,5.8149680495,3.362599112,NA,6.247999907,4.49412838,5.0365174895,NA,NA,3.404892185,3.476054678,3.300059789,3.3480957645,3.3982177635,4.347531532,4.947564618,4.292792568,4.934388504
"TRINITY_DN13361_c0_g1_i1.m.4134",4.1373757245,4.8158900685,4.13738128,4.219974712,NA,NA,3.147824714,NA,NA,3.214242631,5.1920405835,4.797928547,4.684668066,4.902715112,NA,NA,4.401582926,5.968987782,4.84549046,4.723511945,3.125463263,4.978767136,4.81108175,4.902714476,4.3269668855,5.133886678,NA,NA,4.877838881,3.119818352,4.297345851,3.3312580985,NA,NA,NA,4.105599294,4.653573016,4.110349889,3.307398415,NA,4.6811094575,4.228743455,4.202275255,3.114146724,NA,4.3176985625,3.354278861,NA,3.271035406,4.927168642,NA,4.2142431925,NA,5.535603917,NA,NA,4.215569059
"TRINITY_DN14192_c0_g2_i1.m.4484",3.3590057025,NA,3.943972554,NA,2.410480514,NA,2.369457481,NA,NA,2.435870596,2.4136795965,4.019560977,3.906299138,2.539390532,NA,NA,NA,2.383256966,NA,3.360173539,2.347098204,2.615442798,2.447744433,3.539386981,2.5486120565,2.355526248,NA,2.453293428,3.514512081,NA,2.518966321,2.5528746065,2.45648063,NA,2.43454195,3.912196652,3.875200725,2.331989237,NA,NA,3.3177781835,2.450380639,4.423903093,NA,2.581919201,3.5393361885,2.57592132,3.4763715,3.49267057,NA,2.387834405,3.4358788675,3.4859924895,NA,4.035341443,NA,2.437201595
"TRINITY_DN14241_c0_g1_i1.m.4502",3.9333684935,3.4419503855,4.348401449,4.015963956,2.399873534,3.879341627,4.943812798,3.8983069515,2.532875327,4.425268039,4.4030624745,3.423988946,NA,3.528776412,4.011558149,3.229957189,3.612611067,3.372653545,NA,3.934530975,4.658410862,4.189794367,3.437147802,3.528769262,2.5379833365,NA,3.5017998595,2.442677444,4.088863319,2.330829236,2.508360142,3.5422761395,4.445875018,4.10962404,2.423937985,3.31662068,2.279637373,3.90633825,2.518423076,NA,3.3071679005,NA,3.413297908,3.325162147,3.571295669,4.5287251775,2.565293348,4.050723934,4.482066934,3.553226113,3.377231372,4.0102305145,4.0603527645,2.424697163,3.439763591,3.954915082,4.426594278
"TRINITY_DN14339_c0_g1_i1.m.4522",3.5342641065,4.6278192105,NA,4.616865141,NA,NA,3.544716988,NA,NA,3.611136899,4.5889310795,NA,3.496598385,3.714642288,3.612458376,NA,3.798468859,NA,4.657418535,3.535432432,3.522344523,3.79070033,3.623006975,3.714641635,3.7238631585,4.53077887,NA,NA,4.689769664,NA,4.694234467,3.7281445725,NA,3.710522495,3.609807779,4.502488501,3.465506259,3.507246213,4.704291729,NA,NA,4.625633518,NA,3.511038454,3.757169645,4.7145870655,3.751167094,3.651631421,NA,3.739091283,3.56310164,NA,NA,NA,NA,NA,NA
"TRINITY_DN14395_c0_g1_i1.m.4566",NA,3.3951565765,4.886569051,NA,4.938045835,4.832547016,4.897015839,3.2665427325,4.486082937,4.963438549,4.3562729705,4.962162249,3.263936771,3.481979123,4.379797619,3.183160591,3.565815105,3.325864837,3.424750441,4.302775407,5.289689299,3.558039025,3.390350587,NA,3.4911933615,3.298114327,NA,4.395885131,3.45710747,3.284041689,4.461574142,3.4954870105,NA,3.477863503,3.377148204,3.269823207,NA,NA,NA,4.424116782,NA,NA,4.366499627,3.278369119,3.524500028,3.4819298015,NA,3.418973319,5.020235455,NA,3.330440262,4.3784743155,3.4286023705,4.962869725,3.392974209,NA,NA
"TRINITY_DN14518_c0_g1_i1.m.4602",5.4562670755,6.9648528565,5.871304472,7.123824771,6.507740444,6.402240213,6.788641542,6.2956761105,6.225703739,5.948169548,5.9259665565,5.268822593,6.003552658,5.85903258,5.756851222,5.922777152,5.942861333,5.895558838,6.801806568,6.45743531,6.181311748,6.127731092,5.545004766,6.5111074,5.8682494355,5.867812158,6.1946315325,6.287509992,5.834157657,5.661094289,6.616231234,5.8725315775,5.968776411,6.047563366,5.754203174,6.161451016,6.261967457,6.166206455,5.626289949,6.315738259,6.1520033345,6.422102001,5.936197129,6.307500937,5.416129297,6.5110559645,6.258128469,5.796019223,6.004965732,5.398056932,5.707488151,5.7555254685,6.3202202865,5.9476019,5.77002486,5.47782052,6.119419027
"TRINITY_DN14922_c0_g1_i1.m.4773",4.9708402475,NA,NA,3.468470995,3.437356729,3.33184614,3.39632534,NA,NA,NA,3.4405378665,3.461460806,NA,3.566247683,3.464067613,NA,3.65007666,NA,3.509025065,3.387049448,3.373958746,3.642302095,3.474614862,3.566246557,NA,4.382384409,NA,3.480156919,4.54137955,4.953274218,3.545848293,4.5797498285,NA,4.562132812,4.461423028,NA,3.317109348,NA,4.555904236,4.508387077,NA,NA,4.450768393,3.362638233,3.608774375,4.5661985245,3.602779478,4.503236139,4.519540375,4.590701139,NA,3.4627381435,3.5128691155,3.46217772,3.477245929,3.407424192,NA
"TRINITY_DN15176_c0_g1_i1.m.4874",5.7630883285,5.7046329795,5.441158911,5.523756106,5.492634687,5.194490419,5.773534907,5.4060993395,5.795557435,5.102988,5.9552538635,5.976179935,4.725412198,5.621532884,5.326705348,5.130062061,5.705362327,5.635338897,5.149267404,6.249682726,5.429238352,5.86751341,5.114863227,5.943458697,5.4381042635,4.4376683,5.7644879625,5.535437018,5.766583004,4.745522106,5.408478887,5.2199953455,4.860558603,5.202379513,5.324059598,5.409379475,4.957352334,4.736064434,5.781109785,5.733591747,4.9848917275,5.85445422,5.313406533,5.417924317,4.985985287,6.0809107615,6.117489587,5.365876151,5.159785741,5.815911198,5.469988099,4.5180282355,4.5681506625,5.102418786,5.117489066,5.047676828,5.10431105
"TRINITY_DN15237_c0_g1_i1.m.4912",6.4715325945,6.5650815775,6.471532988,6.843635047,6.160437004,6.247582168,6.48197985,6.0739041355,6.486082937,6.96343745,6.8157033315,6.699125296,6.848894795,6.803909734,6.379799344,6.183154982,6.56581194,6.32586322,6.884186704,6.624704905,6.749119298,6.879964544,6.849779872,6.481980358,6.0761602885,6.757548434,6.6249368955,6.717814598,6.627032471,6.743474602,6.268928097,6.3028360825,6.206435619,7.06282946,6.836583608,6.970267026,6.692271908,6.975022236,6.793560253,7.009078126,7.1672689005,7.093415007,6.825933821,6.863336254,6.331860707,6.8038565285,6.977938898,6.878399895,6.757199594,6.313788198,6.500362024,6.1858282975,6.5985211855,6.377906678,5.977936709,5.323163233,6.187154377
"TRINITY_DN15422_c0_g1_i1.m.4995",6.3750700015,6.6385447825,6.182425219,6.457666408,6.01150666,6.32104388,6.38551738,5.6619396175,6.144506183,6.621862204,6.2370892555,6.620585436,6.507319394,6.555443136,6.260616577,5.841580126,6.446628392,6.206679628,6.668142204,6.376238091,5.948112841,6.631498949,6.633735667,6.362796112,6.3720152345,6.37157945,5.8504006795,6.469347901,6.700494516,5.679433925,6.119997924,6.3762986595,6.279897887,6.8732578,5.772542635,6.665217831,5.891264477,6.669973519,6.545094276,6.082539411,6.6557694545,6.925868501,6.247319237,6.351836531,6.405321318,6.3627451115,6.591968787,6.814358423,6.316089021,6.164858947,6.403899115,6.6218609345,6.5020587575,6.258723777,6.051397764,5.981586238,6.453260847
"TRINITY_DN15466_c0_g1_i1.m.5016",1.9117222505,NA,3.233650787,NA,NA,NA,0.922143382000001,2.4616204185,NA,NA,NA,NA,3.459019292,NA,2.574887216,3.115204986,NA,NA,NA,NA,NA,NA,3.322395184,1.092130814,1.1013200925,2.493197173,2.0651458505,NA,NA,3.21608925,NA,2.1056040325,2.594165152,NA,0.987264867000001,3.687307502,2.842963424,3.469661686,NA,NA,3.4554565415,NA,NA,2.888492111,2.719577612,2.0920493385,2.128611342,1.029094215,NA,1.116566082,0.940541001000001,3.3105170375,1.0387292895,NA,2.003099887,3.740641417,3.311852192
"TRINITY_DN15535_c0_g1_i1.m.5091",6.7665594775,6.7446319365,6.066120282,6.318640856,6.577026348,6.334021794,5.661529367,6.0310599355,6.250593289,6.464914755,6.7057457245,6.311635175,6.835799069,6.246493698,6.144310984,4.947665564,6.652251386,6.090375588,6.511194932,6.237212556,6.224125022,6.49247274,5.739821216,5.831452833,6.5776374455,6.232554474,6.0268787905,6.16039912,6.221620254,5.370482392,6.226085703,6.2599928325,5.970948258,6.412304021,6.141664777,6.734779863,6.582315081,6.20901907,6.043499948,5.995981249,6.7253301035,6.616918945,6.452941934,6.042886586,6.289017927,6.7058719835,6.28302001,6.183480815,6.199782322,6.270945151,6.416877032,5.9503403915,6.3630337755,5.949773112,5.964841423,5.409601768,5.729273736
"TRINITY_DN15739_c0_g1_i1.m.5194",2.8412511345,2.9347983935,2.841253769,2.923848799,2.892721845,2.787229419,2.851697055,2.8061959355,3.025711023,2.918118207,2.8959058905,2.916834916,2.803579758,NA,2.919444352,2.722801329,3.105451101,NA,2.964387774,2.84240521,2.829332988,NA,2.929978539,3.021615873,3.0308420415,NA,2.9946569405,NA,2.996751444,NA,3.001217983,3.0351234875,NA,3.017496521,2.916782776,NA,NA,NA,3.011266848,2.963744762,NA,2.932608936,NA,NA,NA,3.0215622955,NA,2.958615861,2.974911568,3.04606922,2.870075257,NA,2.9682378205,NA,2.932608877,2.862794338,NA
"TRINITY_DN15853_c0_g1_i1.m.5271",3.4986462675,4.5921931555,3.498650547,3.58123957,4.550118829,3.444613471,3.509087582,NA,3.683121605,3.57551327,4.5533054045,4.57423524,5.045932023,5.263979185,3.576839165,3.380192664,4.762848855,4.522898932,5.206754408,4.49981315,4.486722583,3.755071761,4.587382382,4.679017447,3.6882296445,4.495156707,3.6520543535,3.592927088,3.654141729,4.481078688,3.658611998,3.6925206625,3.596122606,3.674900644,4.574190367,4.46686289,3.429882349,3.471614957,4.668671244,3.621150381,4.4574173845,NA,4.563536624,4.47540848,3.72154745,4.6789647565,5.300505781,4.616005446,3.632309492,3.703469023,4.527476179,4.5755096215,3.6256359605,3.574947043,4.590011523,3.52020207,3.576831527
"TRINITY_DN16044_c0_g1_i1.m.5341",2.6862732705,2.7798137235,3.686273976,3.768871556,2.737743453,3.632247367,2.696710826,NA,2.870744662,2.763142237,3.7409400575,3.761859533,2.648590047,NA,3.764464993,2.567808847,NA,3.710524559,3.809421628,3.687439108,2.674362168,NA,2.775005699,NA,2.8758685115,3.682779633,2.8396742725,3.780550295,2.841776209,2.66871281,NA,2.8801499895,4.368706251,2.862537356,2.761822686,3.654487057,3.617503502,2.659254009,NA,2.808781518,3.6450466215,2.777643077,2.751167094,3.663039181,2.909165879,NA,NA,2.803625073,2.819944545,NA,2.715104733,2.7631332635,2.8132694795,3.762572375,2.777634632,2.70782211,3.764460187
"TRINITY_DN16127_c0_g1_i1.m.5391",3.3536945585,NA,4.353696803,4.436291419,NA,3.29966923,3.364143971,NA,NA,4.430563157,4.4083607945,5.014247538,4.316019662,NA,4.431890829,4.235247086,4.617902,4.377952522,4.476846289,4.354864963,4.926738011,NA,3.442431088,3.534062729,3.5432818735,4.350208954,3.5071013975,3.447968727,3.509190134,4.92109324,NA,4.5475719395,3.451165435,NA,4.429243016,3.321913609,3.284925432,4.91163255,NA,3.476199093,3.3124692975,3.445065582,4.418589746,3.330468575,5.576594541,4.5340140435,NA,5.056020889,5.072323451,3.558521237,4.382521535,3.4305683815,NA,5.014957926,4.445062201,3.375258265,3.4318889
"TRINITY_DN16287_c0_g4_i1.m.5464",3.2317111175,3.3252485745,4.816670124,NA,3.28317647,4.177678706,3.242146505,3.1966455455,3.416180822,3.308568891,3.2863765475,3.30729367,NA,3.412085227,3.309903046,NA,NA,3.255962365,3.354857214,NA,3.219788624,3.488137195,NA,NA,3.4212985045,3.228214935,3.3851075875,3.325977424,NA,NA,NA,3.4255849005,NA,4.407967374,3.307256429,NA,NA,NA,NA,4.354215458,NA,NA,NA,NA,3.454598873,NA,NA,3.349073371,NA,3.436528513,3.260526875,NA,NA,3.308000195,NA,3.253255362,NA
"TRINITY_DN16509_c0_g1_i1.m.5570",NA,4.3448835485,4.251337011,3.333928963,NA,NA,4.261781385,3.2162730655,3.435802343,3.328202561,4.8909600085,NA,3.213656039,NA,3.329530874,NA,NA,NA,4.374483303,3.252502051,NA,NA,NA,3.431709891,3.4409252405,NA,NA,3.345607009,4.406836372,3.233770503,NA,3.4452084795,3.348809111,4.427593434,NA,3.219553592,3.182561179,3.224310095,NA,NA,3.2101085715,4.927665827,NA,NA,3.474231299,NA,3.468231402,3.368689393,3.384990357,NA,4.280164574,NA,NA,3.32763346,NA,NA,3.329531787
"TRINITY_DN16681_c0_g2_i1.m.5628",4.7407190315,4.8342672275,5.548075582,4.40827938,5.114123661,4.686693952,5.073095189,5.8755842415,6.095117897,4.402549279,4.3803470725,4.401272588,5.872970369,3.921096734,4.403875148,6.322707382,5.812277326,4.349938635,3.863868325,5.549244145,5.898723995,4.582112978,5.829459309,4.506052793,5.7376638995,6.196659636,4.4790875685,5.834998663,3.896223226,5.89308012,5.485646308,5.7419489335,6.00811761,4.501941887,4.401224308,6.168371788,5.841877544,5.883620438,3.910745065,4.863226546,5.8694162745,5.154014214,4.805612065,5.302447625,6.13354112,5.9210400775,5.764974429,5.443043488,6.196311177,5.530508817,5.576901412,5.6249408785,4.4526697595,4.817019416,5.832085739,6.221704889,5.403872805
"TRINITY_DN17087_c0_g1_i1.m.5814",NA,4.2127781355,NA,NA,3.585747077,2.480233484,5.129679488,4.4992096025,4.718745212,NA,5.1738935795,NA,NA,5.299604789,NA,2.415813392,4.798474246,3.558524768,4.657418535,3.535432432,5.329702909,4.375659177,3.623006975,3.714641635,3.7238631585,NA,NA,3.62854253,3.689763913,NA,3.694234467,3.7281445725,NA,NA,3.609807779,4.502488501,NA,4.829171957,4.704291729,3.656778424,NA,4.210596018,3.599166413,NA,4.342132145,5.0365174895,4.751167094,5.236589988,4.989859639,4.739096783,4.885027253,NA,3.6612569085,4.610564823,NA,4.140786822,2.612451569
"TRINITY_DN17099_c0_g1_i1.m.5781",6.5439188545,6.3155397215,6.922430941,6.626514425,6.732897743,6.627396378,6.932877342,6.6463635695,6.576389275,6.883820181,6.7360860215,6.882542657,7.184315644,5.987325616,6.759614633,6.688501318,6.808122692,6.831208457,6.345138844,6.682590984,6.669501367,6.478419824,6.7701621,6.572286902,6.7335086205,7.305962501,6.9603572525,6.48619444,7.077930654,7.011781607,6.703884685,6.5857886375,6.778895077,6.983211859,6.104889502,7.097101159,7.060113937,7.442892879,6.713943366,6.344497203,7.1807616205,6.635286256,7.286884826,7.006111979,6.76681548,6.8617428405,6.898321547,6.924313759,7.056092996,6.426816887,6.572747591,6.8838192355,6.6709077795,6.620216767,6.898318702,6.943985154,6.622110211
"TRINITY_DN17099_c0_g2_i1.m.5783",6.0293458615,5.6374691475,6.029346295,5.626514425,5.858427361,6.167965774,5.554365056,4.1869304975,5.728391698,5.883820181,5.8616175675,5.297579034,5.991670946,5.987325616,5.885145073,5.103540134,4.486191921,5.831208457,5.667065589,5.545086921,5.210071802,5.478419824,5.632657837,4.987325933,6.2189354475,4.80346131,5.3753960265,4.901231939,4.962451972,5.526353061,4.38195659,5.7377920515,5.90442638,4.983214294,4.882497081,5.775173534,5.153224068,5.779928634,5.392014616,5.666426764,4.7657235045,5.89831977,5.286883891,4.783719907,6.029849886,4.9872750375,5.023850261,5.339351258,4.355651504,5.011777112,5.250818726,5.8838203945,4.9339436555,5.620218151,5.313354912,4.828507092,5.622110211
"TRINITY_DN17148_c0_g1_i1.m.5843",NA,NA,3.20275848,NA,NA,4.14872998,3.213206893,4.7526585315,4.387232535,3.279625374,3.2574206625,3.27834347,3.165073477,NA,3.280942078,4.669265673,NA,NA,NA,NA,4.190836392,3.459183172,NA,NA,NA,NA,3.3561621685,4.297030089,NA,4.185187747,NA,NA,3.300231442,3.379007174,4.27830097,3.170969915,3.133985874,3.175732364,3.372778288,3.325255916,3.1615202525,NA,NA,3.179521451,NA,NA,NA,3.32011295,3.336417917,4.407582868,4.231582895,3.2796230295,3.3297456275,3.279050215,4.294118693,4.809271131,3.280941569
"TRINITY_DN17240_c0_g1_i1.m.5869",3.3750714135,4.6910133435,4.112039751,3.872703907,4.163511837,3.32104388,4.80055488,3.3400086475,2.974574401,3.451939988,5.1667004915,3.4506564,4.074364241,3.555447618,3.86829728,3.671650387,4.054311399,4.621715371,5.083181052,4.791275591,3.778190097,3.631495888,4.200775176,3.55544119,3.9796933055,3.786613697,2.9435100835,4.88438377,4.53056666,4.579896706,3.950070778,4.3059059955,4.20951212,3.551332333,3.450619817,4.08025913,3.721341653,4.348046737,3.54510016,1.912599024,3.7488788585,3.466437976,4.662354813,4.57422966,3.597964572,3.9704281535,3.007006286,3.492431646,4.245694952,3.579890305,3.818940079,3.8669755175,4.5020620645,3.866409022,2.881470443,3.811661237,3.868298347
