,x
TRINITY_DN31273_c4_g2_i2|m.27908,3
TRINITY_DN31273_c4_g2_i8|m.27918,6
TRINITY_DN31275_c0_g1_i4|m.28022,21
TRINITY_DN31279_c0_g1_i1|m.27923,19
TRINITY_DN31284_c0_g1_i2|m.28014,4
TRINITY_DN31290_c0_g2_i1|m.27977,2
TRINITY_DN31290_c0_g5_i1|m.27978,10
TRINITY_DN31290_c0_g6_i2|m.27983,10
TRINITY_DN31290_c0_g8_i1|m.27988,10
TRINITY_DN31290_c0_g8_i4|m.27994,2
TRINITY_DN31294_c0_g2_i1|m.28031,3
TRINITY_DN31303_c0_g2_i1|m.28093,5
TRINITY_DN31310_c0_g1_i1|m.28084,11
TRINITY_DN31310_c0_g1_i3|m.28086,5
TRINITY_DN31314_c0_g1_i1|m.28135,4
TRINITY_DN31322_c0_g1_i1|m.28178,11
TRINITY_DN31326_c0_g1_i1|m.28133,4
TRINITY_DN31327_c0_g1_i1|m.28180,21
TRINITY_DN31328_c0_g1_i2|m.28250,10
TRINITY_DN31337_c1_g3_i2|m.28256,10
TRINITY_DN31353_c0_g2_i1|m.28329,2
TRINITY_DN31353_c0_g3_i2|m.28349,10
TRINITY_DN31357_c0_g3_i6|m.28464,19
TRINITY_DN31370_c0_g2_i1|m.28322,3
TRINITY_DN31370_c0_g2_i2|m.28326,5
TRINITY_DN31386_c0_g1_i2|m.28453,2
TRINITY_DN31399_c0_g3_i3|m.28174,9
TRINITY_DN31401_c0_g1_i1|m.28518,21
TRINITY_DN31407_c0_g1_i1|m.28513,2
TRINITY_DN31417_c0_g2_i1|m.28580,2
TRINITY_DN31417_c0_g2_i4|m.28595,3
TRINITY_DN31425_c0_g1_i1|m.28617,5
TRINITY_DN31442_c1_g2_i1|m.28493,5
TRINITY_DN31442_c1_g6_i2|m.28498,5
TRINITY_DN31442_c1_g7_i4|m.28499,3
TRINITY_DN31451_c0_g1_i1|m.28572,21
TRINITY_DN31454_c0_g2_i1|m.28830,3
TRINITY_DN31469_c0_g1_i1|m.28856,11
TRINITY_DN31470_c5_g1_i2|m.28921,4
TRINITY_DN31470_c5_g1_i3|m.28924,5
TRINITY_DN31475_c0_g1_i3|m.28888,10
TRINITY_DN31477_c0_g1_i2|m.28892,7
TRINITY_DN31480_c2_g1_i4|m.29026,10
TRINITY_DN31480_c2_g1_i6|m.29031,3
TRINITY_DN31480_c2_g1_i8|m.29036,10
TRINITY_DN31480_c2_g2_i1|m.29042,10
TRINITY_DN31480_c2_g6_i1|m.29043,2
TRINITY_DN31490_c0_g1_i1|m.28979,5
TRINITY_DN31490_c0_g2_i1|m.28980,3
TRINITY_DN31490_c0_g3_i1|m.28983,2
TRINITY_DN31493_c0_g1_i1|m.29010,4
TRINITY_DN31500_c0_g1_i1|m.29116,3
TRINITY_DN31518_c0_g7_i3|m.29253,4
TRINITY_DN31541_c0_g1_i1|m.29327,18
TRINITY_DN31555_c0_g1_i1|m.29377,1
TRINITY_DN31559_c0_g1_i2|m.29537,6
TRINITY_DN31563_c0_g1_i1|m.29381,11
TRINITY_DN31595_c1_g2_i1|m.29534,2
TRINITY_DN31598_c0_g1_i1|m.29557,4
TRINITY_DN31604_c0_g1_i1|m.29771,22
TRINITY_DN31621_c0_g1_i5|m.29866,10
TRINITY_DN31626_c0_g1_i1|m.29730,3
TRINITY_DN31635_c0_g1_i1|m.29820,2
TRINITY_DN31642_c0_g5_i2|m.29652,2
TRINITY_DN31643_c0_g1_i1|m.29852,22
TRINITY_DN31648_c0_g1_i1|m.29885,10
TRINITY_DN31648_c0_g1_i5|m.29895,11
TRINITY_DN31661_c0_g1_i1|m.29915,10
TRINITY_DN31670_c0_g1_i2|m.29941,3
TRINITY_DN31692_c0_g4_i2|m.30020,18
TRINITY_DN31692_c0_g4_i3|m.30021,4
TRINITY_DN31700_c0_g1_i1|m.30058,3
TRINITY_DN31706_c0_g1_i1|m.30069,1
TRINITY_DN31713_c0_g2_i1|m.30170,3
TRINITY_DN31720_c0_g1_i3|m.30098,4
TRINITY_DN31735_c2_g8_i1|m.30200,7
TRINITY_DN31735_c2_g8_i2|m.30203,2
TRINITY_DN31736_c0_g2_i1|m.30052,2
TRINITY_DN31737_c0_g1_i1|m.30179,5
TRINITY_DN31744_c0_g1_i1|m.30187,3
TRINITY_DN31745_c0_g1_i1|m.30056,2
TRINITY_DN31747_c1_g1_i1|m.30054,3
TRINITY_DN31749_c0_g1_i1|m.30233,11
TRINITY_DN31759_c0_g1_i1|m.30258,4
TRINITY_DN31769_c0_g3_i1|m.30260,5
TRINITY_DN31792_c0_g1_i1|m.30377,3
TRINITY_DN31792_c0_g2_i11|m.30448,3
TRINITY_DN31793_c0_g1_i3|m.30339,21
TRINITY_DN31806_c0_g2_i1|m.30631,22
TRINITY_DN31810_c0_g1_i1|m.30650,5
TRINITY_DN31818_c0_g1_i1|m.30707,1
TRINITY_DN31837_c0_g5_i1|m.30735,3
TRINITY_DN31841_c0_g2_i1|m.30577,5
TRINITY_DN31848_c0_g1_i5|m.30663,13
TRINITY_DN31853_c0_g1_i1|m.30767,5
TRINITY_DN31859_c0_g1_i1|m.30772,10
TRINITY_DN31859_c0_g1_i4|m.30777,10
TRINITY_DN31861_c0_g3_i1|m.30879,4
TRINITY_DN31871_c0_g5_i1|m.30855,5
TRINITY_DN31891_c0_g2_i2|m.30915,19
TRINITY_DN31898_c0_g1_i1|m.30933,9
TRINITY_DN31906_c1_g1_i1|m.31034,10
TRINITY_DN31906_c1_g2_i1|m.31038,2
TRINITY_DN31906_c1_g3_i1|m.31040,19
TRINITY_DN31906_c1_g7_i1|m.31043,10
TRINITY_DN31906_c1_g7_i3|m.31047,10
TRINITY_DN31906_c1_g7_i5|m.31049,10
TRINITY_DN31906_c1_g7_i6|m.31052,3
TRINITY_DN31906_c1_g7_i8|m.31057,19
TRINITY_DN31919_c0_g1_i1|m.31064,5
TRINITY_DN31929_c0_g1_i1|m.31115,9
TRINITY_DN31936_c1_g8_i2|m.30950,10
TRINITY_DN31936_c1_g9_i3|m.30955,10
TRINITY_DN31938_c0_g1_i1|m.31129,5
TRINITY_DN31940_c0_g1_i2|m.30983,15
TRINITY_DN31947_c0_g4_i1|m.30992,4
TRINITY_DN31953_c0_g1_i1|m.31276,11
TRINITY_DN31955_c0_g1_i1|m.31220,5
TRINITY_DN31957_c0_g2_i1|m.31282,11
TRINITY_DN31965_c0_g1_i1|m.31303,14
TRINITY_DN31978_c0_g1_i1|m.31359,5
TRINITY_DN31978_c0_g2_i1|m.31363,5
TRINITY_DN31979_c0_g5_i1|m.31350,2
TRINITY_DN31985_c0_g1_i1|m.31368,5
TRINITY_DN31986_c0_g1_i1|m.31382,11
TRINITY_DN31986_c1_g1_i1|m.31384,4
TRINITY_DN31991_c1_g2_i1|m.31432,3
TRINITY_DN31992_c1_g2_i3|m.31433,5
TRINITY_DN31999_c0_g1_i1|m.31439,19
TRINITY_DN32044_c0_g1_i1|m.31656,5
TRINITY_DN32050_c0_g3_i1|m.31691,5
TRINITY_DN32055_c0_g1_i1|m.31511,4
TRINITY_DN32057_c0_g2_i1|m.31759,19
TRINITY_DN32057_c0_g5_i1|m.31762,19
TRINITY_DN32057_c0_g5_i2|m.31766,10
TRINITY_DN32057_c0_g5_i5|m.31771,19
TRINITY_DN32060_c1_g5_i4|m.31786,5
TRINITY_DN32071_c0_g1_i1|m.31804,3
TRINITY_DN32082_c0_g1_i1|m.31885,2
TRINITY_DN32085_c0_g1_i1|m.31847,3
TRINITY_DN32085_c0_g2_i1|m.31850,3
TRINITY_DN32088_c4_g1_i1|m.31966,3
TRINITY_DN32096_c0_g1_i1|m.31930,3
TRINITY_DN32104_c2_g1_i2|m.32007,6
TRINITY_DN32107_c0_g3_i2|m.32016,5
TRINITY_DN32111_c0_g2_i1|m.32065,3
TRINITY_DN32111_c0_g2_i4|m.32069,10
TRINITY_DN32111_c0_g2_i5|m.32070,3
TRINITY_DN32111_c0_g2_i7|m.32072,10
TRINITY_DN32113_c0_g1_i1|m.32123,5
TRINITY_DN32118_c1_g1_i1|m.32075,14
TRINITY_DN32122_c0_g1_i1|m.32185,11
TRINITY_DN32128_c0_g4_i1|m.32161,10
TRINITY_DN32129_c0_g2_i1|m.32145,16
TRINITY_DN32131_c0_g1_i2|m.32198,3
TRINITY_DN32131_c0_g1_i4|m.32201,10
TRINITY_DN32131_c0_g1_i5|m.32204,2
TRINITY_DN32131_c0_g1_i7|m.32209,2
TRINITY_DN32140_c0_g1_i1|m.31994,5
TRINITY_DN32140_c0_g3_i1|m.32002,14
TRINITY_DN32141_c0_g3_i1|m.32021,2
TRINITY_DN32150_c1_g1_i1|m.32265,10
TRINITY_DN32150_c1_g1_i2|m.32268,2
TRINITY_DN32150_c2_g1_i1|m.32271,10
TRINITY_DN32165_c0_g1_i6|m.32332,3
TRINITY_DN32168_c0_g1_i3|m.32309,4
TRINITY_DN32176_c0_g1_i1|m.32311,2
TRINITY_DN32178_c0_g1_i1|m.32531,8
TRINITY_DN32182_c0_g1_i1|m.32540,3
TRINITY_DN32182_c0_g1_i3|m.32542,3
TRINITY_DN32190_c0_g1_i1|m.32550,13
TRINITY_DN32199_c0_g1_i1|m.32093,3
TRINITY_DN32199_c0_g1_i3|m.32096,3
TRINITY_DN32199_c0_g4_i1|m.32104,2
TRINITY_DN32207_c0_g2_i1|m.32642,9
TRINITY_DN32212_c0_g1_i1|m.32683,2
TRINITY_DN32235_c0_g1_i1|m.32789,22
TRINITY_DN32238_c0_g1_i1|m.32896,13
TRINITY_DN32243_c0_g1_i2|m.32881,5
TRINITY_DN32247_c0_g1_i1|m.32899,22
TRINITY_DN32257_c0_g1_i1|m.32930,4
TRINITY_DN32258_c0_g1_i1|m.32938,10
TRINITY_DN32261_c2_g8_i1|m.33005,5
TRINITY_DN32273_c2_g1_i2|m.33062,4
TRINITY_DN32277_c0_g2_i1|m.33179,6
TRINITY_DN32280_c0_g1_i1|m.33089,10
TRINITY_DN32280_c0_g2_i1|m.33092,19
TRINITY_DN32281_c0_g3_i1|m.33074,6
TRINITY_DN32288_c0_g1_i1|m.33153,10
TRINITY_DN32288_c0_g1_i2|m.33158,2
TRINITY_DN32306_c0_g1_i3|m.33311,5
TRINITY_DN32318_c0_g1_i1|m.33390,3
TRINITY_DN32318_c0_g4_i1|m.33393,3
TRINITY_DN32324_c0_g1_i1|m.33502,3
TRINITY_DN32338_c0_g1_i2|m.33470,3
TRINITY_DN32352_c0_g1_i2|m.33246,5
TRINITY_DN32356_c0_g1_i1|m.33527,24
TRINITY_DN32361_c0_g1_i2|m.33808,4
TRINITY_DN32365_c0_g1_i1|m.33607,2
TRINITY_DN32384_c0_g4_i1|m.33767,21
TRINITY_DN32394_c0_g3_i1|m.33779,14
TRINITY_DN32404_c0_g1_i2|m.33885,10
TRINITY_DN32404_c0_g1_i3|m.33888,7
TRINITY_DN32406_c0_g1_i1|m.33914,5
TRINITY_DN32428_c1_g1_i11|m.34107,2
TRINITY_DN32435_c0_g1_i1|m.34077,2
TRINITY_DN32436_c4_g6_i2|m.34182,3
TRINITY_DN32449_c0_g1_i1|m.34192,5
TRINITY_DN32450_c0_g1_i1|m.34210,14
TRINITY_DN32467_c0_g1_i10|m.34269,2
TRINITY_DN32468_c3_g1_i1|m.34322,2
TRINITY_DN32470_c0_g1_i1|m.33930,21
TRINITY_DN32474_c2_g6_i10|m.34339,5
TRINITY_DN32492_c0_g1_i1|m.34429,5
TRINITY_DN32493_c0_g1_i1|m.34441,4
TRINITY_DN32512_c0_g1_i1|m.34609,10
TRINITY_DN32513_c0_g6_i3|m.34643,2
TRINITY_DN32513_c1_g4_i1|m.34644,5
TRINITY_DN32515_c0_g1_i1|m.34596,10
TRINITY_DN32524_c0_g1_i1|m.34680,11
TRINITY_DN32525_c1_g1_i1|m.34663,5
TRINITY_DN32536_c0_g1_i1|m.34740,5
TRINITY_DN32546_c0_g1_i2|m.34559,14
TRINITY_DN32546_c0_g2_i1|m.34567,11
TRINITY_DN32547_c0_g1_i1|m.34787,5
TRINITY_DN32552_c0_g2_i2|m.34764,18
TRINITY_DN32552_c0_g2_i3|m.34765,5
TRINITY_DN32552_c0_g3_i1|m.34769,10
TRINITY_DN32556_c0_g1_i2|m.34791,5
TRINITY_DN32574_c0_g1_i1|m.34882,5
TRINITY_DN32580_c0_g1_i2|m.34947,4
TRINITY_DN32590_c1_g1_i1|m.34937,5
TRINITY_DN32595_c0_g1_i1|m.34512,5
TRINITY_DN32600_c0_g1_i1|m.35026,4
TRINITY_DN32611_c1_g4_i1|m.35108,2
TRINITY_DN32613_c0_g1_i1|m.35107,2
TRINITY_DN32615_c0_g2_i2|m.35118,2
TRINITY_DN32626_c0_g1_i1|m.35012,3
TRINITY_DN32639_c0_g1_i1|m.35229,5
TRINITY_DN32651_c0_g1_i1|m.35293,7
TRINITY_DN32655_c1_g1_i1|m.35398,2
TRINITY_DN32659_c0_g1_i1|m.35536,4
TRINITY_DN32663_c0_g1_i1|m.35410,4
TRINITY_DN32680_c0_g1_i1|m.35440,6
TRINITY_DN32680_c0_g1_i2|m.35443,14
TRINITY_DN32680_c0_g1_i3|m.35446,2
TRINITY_DN32694_c0_g2_i3|m.35237,5
TRINITY_DN32705_c1_g1_i1|m.35610,3
TRINITY_DN32714_c0_g4_i1|m.35661,3
TRINITY_DN32716_c0_g1_i1|m.35696,5
TRINITY_DN32720_c0_g1_i2|m.35702,11
TRINITY_DN32720_c0_g1_i2|m.35703,15
TRINITY_DN32738_c0_g2_i1|m.35620,7
TRINITY_DN32751_c4_g2_i1|m.35889,13
TRINITY_DN32766_c0_g1_i2|m.36021,5
TRINITY_DN32766_c0_g2_i1|m.36022,3
TRINITY_DN32776_c6_g1_i1|m.35782,1
TRINITY_DN32782_c0_g1_i2|m.36057,5
TRINITY_DN32786_c0_g1_i1|m.36098,3
TRINITY_DN32793_c0_g2_i1|m.36099,4
TRINITY_DN32814_c0_g1_i2|m.36268,1
TRINITY_DN32821_c0_g1_i1|m.36248,22
TRINITY_DN32823_c0_g1_i1|m.36299,5
TRINITY_DN32839_c0_g1_i1|m.36325,1
TRINITY_DN32858_c0_g1_i1|m.36388,6
TRINITY_DN32875_c0_g1_i1|m.36514,4
TRINITY_DN32888_c2_g1_i2|m.36536,3
TRINITY_DN32891_c0_g8_i4|m.36619,2
TRINITY_DN32892_c0_g1_i1|m.36553,2
TRINITY_DN32893_c0_g1_i1|m.36600,5
TRINITY_DN32907_c0_g1_i1|m.36728,3
TRINITY_DN32930_c1_g1_i1|m.36880,5
TRINITY_DN32936_c0_g1_i2|m.36625,3
TRINITY_DN32936_c0_g1_i3|m.36627,3
TRINITY_DN32936_c0_g1_i6|m.36630,3
TRINITY_DN32939_c0_g2_i2|m.36906,7
TRINITY_DN32940_c0_g1_i1|m.36720,4
TRINITY_DN32950_c0_g1_i4|m.36954,2
TRINITY_DN32950_c0_g1_i7|m.36961,5
TRINITY_DN32952_c0_g1_i1|m.36913,9
TRINITY_DN32960_c0_g1_i1|m.36933,5
TRINITY_DN32962_c0_g1_i1|m.36944,3
TRINITY_DN32971_c0_g1_i1|m.36996,19
TRINITY_DN32971_c0_g2_i2|m.37001,2
TRINITY_DN32975_c0_g1_i2|m.37042,25
TRINITY_DN32977_c0_g1_i1|m.36965,22
TRINITY_DN32980_c0_g2_i1|m.37034,5
TRINITY_DN32984_c0_g1_i1|m.36989,3
TRINITY_DN32997_c0_g1_i1|m.37057,1
TRINITY_DN33011_c0_g1_i3|m.37115,10
TRINITY_DN33023_c2_g3_i3|m.37245,6
TRINITY_DN33024_c0_g1_i1|m.37202,5
TRINITY_DN33028_c1_g1_i1|m.37233,5
TRINITY_DN33052_c0_g1_i3|m.37443,10
TRINITY_DN33052_c0_g1_i4|m.37445,10
TRINITY_DN33057_c0_g2_i2|m.37416,9
TRINITY_DN33066_c0_g1_i1|m.37432,4
TRINITY_DN33068_c2_g6_i1|m.37570,10
TRINITY_DN33074_c0_g1_i1|m.37495,14
TRINITY_DN33075_c2_g6_i1|m.37491,10
TRINITY_DN33076_c0_g1_i1|m.37560,5
TRINITY_DN33084_c0_g2_i1|m.37591,3
TRINITY_DN33088_c0_g1_i1|m.37655,3
TRINITY_DN33093_c0_g1_i3|m.37098,3
TRINITY_DN33094_c0_g1_i1|m.37659,2
TRINITY_DN33103_c0_g2_i1|m.37720,3
TRINITY_DN33115_c0_g1_i1|m.37773,5
TRINITY_DN33139_c0_g1_i1|m.37935,15
TRINITY_DN33155_c0_g2_i2|m.38056,10
TRINITY_DN33168_c1_g2_i1|m.38019,10
TRINITY_DN33168_c1_g3_i1|m.38020,10
TRINITY_DN33168_c1_g6_i1|m.38023,2
TRINITY_DN33168_c1_g8_i1|m.38025,8
TRINITY_DN33178_c0_g3_i12|m.38212,5
TRINITY_DN33203_c1_g2_i3|m.38318,3
TRINITY_DN33220_c3_g2_i1|m.38437,3
TRINITY_DN33224_c0_g2_i2|m.38459,10
TRINITY_DN33224_c0_g2_i8|m.38470,10
TRINITY_DN33226_c3_g1_i1|m.38712,4
TRINITY_DN33247_c0_g1_i1|m.38758,1
TRINITY_DN33273_c0_g2_i2|m.38901,3
TRINITY_DN33273_c0_g2_i5|m.38905,15
TRINITY_DN33273_c0_g4_i1|m.38896,5
TRINITY_DN33274_c0_g1_i1|m.38888,2
TRINITY_DN33274_c0_g1_i2|m.38889,10
TRINITY_DN33282_c0_g1_i8|m.39125,10
TRINITY_DN33299_c0_g1_i2|m.39158,5
TRINITY_DN33308_c0_g1_i1|m.39373,11
TRINITY_DN33313_c0_g2_i1|m.39293,3
TRINITY_DN33316_c0_g1_i1|m.39307,2
TRINITY_DN33321_c0_g1_i3|m.39521,4
TRINITY_DN33343_c1_g1_i1|m.39471,3
TRINITY_DN33348_c0_g1_i3|m.39587,3
TRINITY_DN33349_c0_g1_i1|m.39568,3
TRINITY_DN33350_c0_g2_i1|m.39221,5
TRINITY_DN33368_c0_g3_i1|m.39675,3
TRINITY_DN33374_c0_g1_i1|m.39662,4
TRINITY_DN33375_c0_g1_i2|m.39711,5
TRINITY_DN33376_c2_g1_i2|m.39839,20
TRINITY_DN33378_c0_g3_i10|m.39811,13
TRINITY_DN33381_c1_g2_i1|m.39723,3
TRINITY_DN33410_c0_g1_i1|m.39938,2
TRINITY_DN33415_c0_g1_i2|m.39977,5
TRINITY_DN33433_c3_g2_i3|m.40082,11
TRINITY_DN33444_c1_g2_i13|m.40281,18
TRINITY_DN33444_c1_g2_i3|m.40184,3
TRINITY_DN33444_c1_g3_i1|m.40312,12
TRINITY_DN33449_c1_g3_i2|m.40355,16
TRINITY_DN33449_c3_g3_i1|m.40359,3
TRINITY_DN33450_c0_g1_i1|m.40148,2
TRINITY_DN33450_c0_g1_i2|m.40150,13
TRINITY_DN33478_c1_g1_i1|m.40536,5
TRINITY_DN33493_c0_g1_i1|m.40124,4
TRINITY_DN33494_c0_g1_i2|m.40613,2
TRINITY_DN33500_c0_g1_i1|m.40713,1
TRINITY_DN33506_c0_g2_i1|m.40689,5
TRINITY_DN33558_c2_g2_i1|m.41122,5
TRINITY_DN33559_c0_g1_i1|m.41104,2
TRINITY_DN33559_c0_g1_i2|m.41106,3
TRINITY_DN33559_c0_g1_i3|m.41109,19
TRINITY_DN33559_c0_g1_i4|m.41112,3
TRINITY_DN33572_c1_g3_i1|m.41230,3
TRINITY_DN33579_c0_g2_i3|m.41213,2
TRINITY_DN33581_c0_g5_i2|m.41158,5
TRINITY_DN33596_c0_g3_i1|m.40995,3
TRINITY_DN33596_c0_g5_i2|m.41006,21
TRINITY_DN33621_c0_g1_i1|m.41566,4
TRINITY_DN33627_c1_g1_i1|m.41573,5
TRINITY_DN33631_c0_g1_i10|m.41647,3
TRINITY_DN33634_c0_g4_i4|m.41682,3
TRINITY_DN33650_c0_g1_i1|m.41726,2
TRINITY_DN33650_c0_g1_i2|m.41728,3
TRINITY_DN33650_c1_g1_i1|m.41730,10
TRINITY_DN33650_c1_g1_i2|m.41732,3
TRINITY_DN33650_c2_g1_i1|m.41734,10
TRINITY_DN33651_c0_g1_i1|m.41720,3
TRINITY_DN33676_c0_g4_i2|m.41954,19
TRINITY_DN33676_c0_g4_i3|m.41957,19
TRINITY_DN33676_c0_g4_i4|m.41958,10
TRINITY_DN33676_c0_g4_i5|m.41962,10
TRINITY_DN33682_c0_g2_i1|m.41969,5
TRINITY_DN33683_c0_g2_i1|m.41992,5
TRINITY_DN33715_c0_g1_i1|m.42176,5
TRINITY_DN33732_c0_g1_i1|m.42312,2
TRINITY_DN33747_c1_g3_i3|m.42103,2
TRINITY_DN33747_c1_g3_i4|m.42104,2
TRINITY_DN33758_c0_g1_i2|m.42457,5
TRINITY_DN33759_c2_g5_i1|m.42470,10
TRINITY_DN33759_c2_g5_i2|m.42471,23
TRINITY_DN33764_c1_g1_i1|m.42493,2
TRINITY_DN33764_c1_g1_i4|m.42505,10
TRINITY_DN33773_c0_g3_i2|m.42346,8
TRINITY_DN33773_c0_g3_i3|m.42350,5
TRINITY_DN33784_c1_g1_i1|m.42788,5
TRINITY_DN33789_c1_g3_i1|m.42740,3
TRINITY_DN33789_c1_g4_i1|m.42742,4
TRINITY_DN33792_c0_g1_i1|m.42782,2
TRINITY_DN33825_c0_g1_i2|m.43127,5
TRINITY_DN33840_c0_g2_i7|m.43249,10
TRINITY_DN33847_c0_g2_i2|m.43272,4
TRINITY_DN33856_c0_g1_i2|m.43237,10
TRINITY_DN33856_c0_g1_i3|m.43239,10
TRINITY_DN33859_c1_g6_i1|m.43298,2
TRINITY_DN33881_c0_g3_i2|m.43383,13
TRINITY_DN33881_c0_g3_i4|m.43389,10
TRINITY_DN33881_c0_g4_i1|m.43392,10
TRINITY_DN33890_c0_g1_i3|m.43493,4
TRINITY_DN33922_c1_g1_i4|m.43878,4
TRINITY_DN33934_c0_g2_i1|m.43859,22
TRINITY_DN33940_c0_g1_i1|m.43543,3
TRINITY_DN33942_c1_g2_i3|m.43545,21
TRINITY_DN33965_c2_g7_i3|m.44063,5
TRINITY_DN33966_c0_g1_i1|m.44132,20
TRINITY_DN33979_c0_g1_i1|m.44154,3
TRINITY_DN33997_c0_g2_i1|m.44242,21
TRINITY_DN34002_c0_g2_i1|m.44324,5
TRINITY_DN34005_c0_g2_i1|m.44340,4
TRINITY_DN34009_c0_g2_i2|m.44359,2
TRINITY_DN34009_c0_g6_i3|m.44361,3
TRINITY_DN34009_c0_g7_i1|m.44362,12
TRINITY_DN34017_c0_g1_i1|m.44445,5
TRINITY_DN34048_c0_g1_i1|m.44647,5
TRINITY_DN34049_c0_g2_i1|m.44596,3
TRINITY_DN34058_c0_g1_i1|m.44670,14
TRINITY_DN34058_c0_g1_i2|m.44672,4
TRINITY_DN34067_c0_g1_i1|m.44854,2
TRINITY_DN34077_c0_g2_i1|m.44898,13
TRINITY_DN34084_c0_g1_i1|m.44907,3
TRINITY_DN34084_c0_g2_i1|m.44909,14
TRINITY_DN34086_c0_g1_i1|m.44272,10
TRINITY_DN34086_c0_g1_i3|m.44278,5
TRINITY_DN34086_c0_g2_i1|m.44274,2
TRINITY_DN34088_c0_g2_i1|m.44932,4
TRINITY_DN34098_c0_g6_i2|m.44581,3
TRINITY_DN34113_c0_g1_i1|m.45067,2
TRINITY_DN34113_c0_g4_i10|m.45091,3
TRINITY_DN34129_c0_g1_i1|m.45204,4
TRINITY_DN34130_c0_g8_i8|m.45168,10
TRINITY_DN34130_c0_g8_i9|m.45170,10
TRINITY_DN34133_c1_g2_i5|m.44978,5
TRINITY_DN34143_c0_g1_i1|m.45290,2
TRINITY_DN34143_c2_g2_i1|m.45292,19
TRINITY_DN34143_c3_g1_i1|m.45293,10
TRINITY_DN34143_c3_g1_i10|m.45304,2
TRINITY_DN34143_c3_g1_i4|m.45298,2
TRINITY_DN34143_c3_g1_i5|m.45299,10
TRINITY_DN34143_c3_g1_i6|m.45300,10
TRINITY_DN34143_c3_g1_i8|m.45302,10
TRINITY_DN34143_c3_g1_i9|m.45303,10
TRINITY_DN34143_c3_g3_i1|m.45305,19
TRINITY_DN34151_c0_g1_i2|m.45332,2
TRINITY_DN34154_c0_g3_i2|m.45342,5
TRINITY_DN34160_c0_g3_i1|m.45450,3
TRINITY_DN34160_c0_g3_i2|m.45451,2
TRINITY_DN34165_c1_g2_i2|m.45469,3
TRINITY_DN34167_c0_g1_i1|m.45503,13
TRINITY_DN34170_c0_g8_i1|m.45492,18
TRINITY_DN34180_c0_g1_i1|m.45589,5
TRINITY_DN34186_c0_g1_i1|m.45567,22
TRINITY_DN34194_c0_g1_i1|m.45667,5
TRINITY_DN34196_c0_g2_i1|m.45678,5
TRINITY_DN34197_c0_g1_i4|m.45674,4
TRINITY_DN34202_c0_g2_i1|m.45769,3
TRINITY_DN34212_c0_g1_i1|m.45765,5
TRINITY_DN34216_c0_g1_i1|m.45800,20
TRINITY_DN34221_c0_g2_i1|m.45876,5
TRINITY_DN34234_c0_g1_i1|m.45951,22
TRINITY_DN34262_c0_g2_i1|m.46245,3
TRINITY_DN34263_c0_g1_i5|m.46273,5
TRINITY_DN34265_c0_g1_i2|m.46111,2
TRINITY_DN34274_c0_g2_i5|m.46354,4
TRINITY_DN34279_c0_g1_i3|m.46326,3
TRINITY_DN34283_c1_g2_i2|m.46359,5
TRINITY_DN34286_c0_g1_i1|m.46441,11
TRINITY_DN34287_c0_g1_i3|m.46373,10
TRINITY_DN34287_c0_g4_i3|m.46381,12
TRINITY_DN34287_c0_g4_i4|m.46382,11
TRINITY_DN34287_c0_g4_i7|m.46386,8
TRINITY_DN34296_c0_g3_i1|m.46448,5
TRINITY_DN34306_c0_g3_i1|m.46622,11
TRINITY_DN34308_c1_g8_i1|m.46640,10
TRINITY_DN34308_c1_g9_i1|m.46647,7
TRINITY_DN34308_c1_g9_i2|m.46650,2
TRINITY_DN34314_c0_g1_i1|m.46742,2
TRINITY_DN34317_c0_g1_i2|m.46665,4
TRINITY_DN34324_c0_g1_i2|m.46787,15
TRINITY_DN34339_c0_g1_i2|m.46880,21
TRINITY_DN34346_c0_g2_i1|m.46953,5
TRINITY_DN34360_c0_g3_i3|m.47128,5
TRINITY_DN34370_c0_g1_i2|m.47063,5
TRINITY_DN34373_c0_g1_i1|m.47016,4
TRINITY_DN34374_c0_g1_i1|m.47024,5
TRINITY_DN34375_c0_g2_i1|m.47089,5
TRINITY_DN34393_c0_g3_i1|m.47136,14
TRINITY_DN34393_c0_g3_i3|m.47140,2
TRINITY_DN34398_c1_g1_i1|m.47190,2
TRINITY_DN34401_c0_g2_i2|m.47264,2
TRINITY_DN34407_c1_g9_i2|m.47260,10
TRINITY_DN34412_c0_g2_i1|m.47268,3
TRINITY_DN34438_c0_g1_i1|m.47488,1
TRINITY_DN34449_c0_g2_i4|m.47562,3
TRINITY_DN34452_c1_g8_i2|m.47723,4
TRINITY_DN34455_c0_g2_i2|m.47486,10
TRINITY_DN34460_c0_g1_i1|m.47616,2
TRINITY_DN34463_c0_g1_i2|m.47665,21
TRINITY_DN34475_c0_g2_i1|m.47813,21
TRINITY_DN34481_c1_g2_i1|m.47816,20
TRINITY_DN34491_c3_g4_i1|m.47952,19
TRINITY_DN34509_c6_g1_i10|m.48090,3
TRINITY_DN34511_c0_g1_i4|m.48158,3
TRINITY_DN34514_c1_g1_i1|m.48202,3
TRINITY_DN34518_c1_g1_i3|m.48117,5
TRINITY_DN34523_c1_g2_i1|m.48123,2
TRINITY_DN34523_c1_g4_i1|m.48125,5
TRINITY_DN34523_c1_g4_i2|m.48126,18
TRINITY_DN34523_c1_g5_i1|m.48128,2
TRINITY_DN34523_c2_g6_i1|m.48137,2
TRINITY_DN34523_c2_g6_i4|m.48142,2
